Notes,State,State Code,Sex,Sex Code,Five-Year Age Groups,Five-Year Age Groups Code,Year,Year Code,Month,Month Code,Deaths,Population,Crude Rate,source_file,year_start,year_end
"",Florida,12,Female,F,35-39 years,35-39,2009,2009,"May, 2009",2009/05,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,35-39 years,35-39,2009,2009,"Jul., 2009",2009/07,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,35-39 years,35-39,2009,2009,"Aug., 2009",2009/08,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,35-39 years,35-39,2009,2009,"Sep., 2009",2009/09,14,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,35-39 years,35-39,2009,2009,"Oct., 2009",2009/10,14,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,35-39 years,35-39,2010,2010,"Jan., 2010",2010/01,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,35-39 years,35-39,2010,2010,"Mar., 2010",2010/03,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,35-39 years,35-39,2010,2010,"May, 2010",2010/05,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,35-39 years,35-39,2010,2010,"Aug., 2010",2010/08,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,35-39 years,35-39,2010,2010,"Oct., 2010",2010/10,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,35-39 years,35-39,2011,2011,"Jan., 2011",2011/01,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,35-39 years,35-39,2011,2011,"Apr., 2011",2011/04,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,35-39 years,35-39,2011,2011,"Oct., 2011",2011/10,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,35-39 years,35-39,2012,2012,"Jan., 2012",2012/01,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,35-39 years,35-39,2012,2012,"Mar., 2012",2012/03,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,35-39 years,35-39,2012,2012,"Oct., 2012",2012/10,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2009,2009,"Jan., 2009",2009/01,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2009,2009,"Feb., 2009",2009/02,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2009,2009,"Mar., 2009",2009/03,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2009,2009,"Apr., 2009",2009/04,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2009,2009,"Jun., 2009",2009/06,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2009,2009,"Aug., 2009",2009/08,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2009,2009,"Sep., 2009",2009/09,20,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2009,2009,"Oct., 2009",2009/10,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2010,2010,"Jan., 2010",2010/01,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2010,2010,"Mar., 2010",2010/03,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2010,2010,"May, 2010",2010/05,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2010,2010,"Jul., 2010",2010/07,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2010,2010,"Aug., 2010",2010/08,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2010,2010,"Sep., 2010",2010/09,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2010,2010,"Oct., 2010",2010/10,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2010,2010,"Dec., 2010",2010/12,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2011,2011,"Jan., 2011",2011/01,14,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2011,2011,"Feb., 2011",2011/02,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2011,2011,"Mar., 2011",2011/03,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2011,2011,"Apr., 2011",2011/04,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2011,2011,"May, 2011",2011/05,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2011,2011,"Jul., 2011",2011/07,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2011,2011,"Aug., 2011",2011/08,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2011,2011,"Sep., 2011",2011/09,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2012,2012,"Jan., 2012",2012/01,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2012,2012,"Feb., 2012",2012/02,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2012,2012,"Mar., 2012",2012/03,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2012,2012,"Apr., 2012",2012/04,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2012,2012,"May, 2012",2012/05,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2012,2012,"Jun., 2012",2012/06,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2012,2012,"Aug., 2012",2012/08,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2012,2012,"Nov., 2012",2012/11,14,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,40-44 years,40-44,2012,2012,"Dec., 2012",2012/12,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2009,2009,"Jan., 2009",2009/01,19,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2009,2009,"Feb., 2009",2009/02,19,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2009,2009,"Mar., 2009",2009/03,19,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2009,2009,"Apr., 2009",2009/04,23,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2009,2009,"May, 2009",2009/05,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2009,2009,"Jun., 2009",2009/06,18,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2009,2009,"Jul., 2009",2009/07,22,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2009,2009,"Aug., 2009",2009/08,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2009,2009,"Sep., 2009",2009/09,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2009,2009,"Oct., 2009",2009/10,25,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2009,2009,"Nov., 2009",2009/11,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2009,2009,"Dec., 2009",2009/12,21,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2010,2010,"Jan., 2010",2010/01,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2010,2010,"Feb., 2010",2010/02,14,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2010,2010,"Mar., 2010",2010/03,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2010,2010,"Apr., 2010",2010/04,20,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2010,2010,"May, 2010",2010/05,14,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2010,2010,"Jun., 2010",2010/06,14,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2010,2010,"Jul., 2010",2010/07,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2010,2010,"Aug., 2010",2010/08,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2010,2010,"Sep., 2010",2010/09,19,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2010,2010,"Oct., 2010",2010/10,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2010,2010,"Nov., 2010",2010/11,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2010,2010,"Dec., 2010",2010/12,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2011,2011,"Jan., 2011",2011/01,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2011,2011,"Feb., 2011",2011/02,19,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2011,2011,"Mar., 2011",2011/03,29,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2011,2011,"Apr., 2011",2011/04,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2011,2011,"May, 2011",2011/05,20,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2011,2011,"Jun., 2011",2011/06,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2011,2011,"Jul., 2011",2011/07,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2011,2011,"Aug., 2011",2011/08,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2011,2011,"Sep., 2011",2011/09,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2011,2011,"Oct., 2011",2011/10,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2011,2011,"Nov., 2011",2011/11,20,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2011,2011,"Dec., 2011",2011/12,20,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2012,2012,"Jan., 2012",2012/01,21,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2012,2012,"Feb., 2012",2012/02,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2012,2012,"Mar., 2012",2012/03,19,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2012,2012,"Apr., 2012",2012/04,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2012,2012,"May, 2012",2012/05,22,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2012,2012,"Jul., 2012",2012/07,14,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2012,2012,"Aug., 2012",2012/08,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2012,2012,"Sep., 2012",2012/09,18,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2012,2012,"Oct., 2012",2012/10,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2012,2012,"Nov., 2012",2012/11,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,45-49 years,45-49,2012,2012,"Dec., 2012",2012/12,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2009,2009,"Jan., 2009",2009/01,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2009,2009,"Feb., 2009",2009/02,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2009,2009,"Mar., 2009",2009/03,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2009,2009,"Apr., 2009",2009/04,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2009,2009,"May, 2009",2009/05,18,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2009,2009,"Jun., 2009",2009/06,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2009,2009,"Jul., 2009",2009/07,20,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2009,2009,"Aug., 2009",2009/08,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2009,2009,"Sep., 2009",2009/09,22,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2009,2009,"Oct., 2009",2009/10,19,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2009,2009,"Nov., 2009",2009/11,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2009,2009,"Dec., 2009",2009/12,19,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2010,2010,"Jan., 2010",2010/01,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2010,2010,"Feb., 2010",2010/02,21,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2010,2010,"Mar., 2010",2010/03,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2010,2010,"Apr., 2010",2010/04,23,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2010,2010,"May, 2010",2010/05,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2010,2010,"Jun., 2010",2010/06,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2010,2010,"Jul., 2010",2010/07,16,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2010,2010,"Aug., 2010",2010/08,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2010,2010,"Sep., 2010",2010/09,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2010,2010,"Oct., 2010",2010/10,24,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2010,2010,"Nov., 2010",2010/11,18,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2010,2010,"Dec., 2010",2010/12,18,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2011,2011,"Jan., 2011",2011/01,25,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2011,2011,"Feb., 2011",2011/02,20,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2011,2011,"Mar., 2011",2011/03,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2011,2011,"Apr., 2011",2011/04,20,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2011,2011,"May, 2011",2011/05,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2011,2011,"Jun., 2011",2011/06,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2011,2011,"Jul., 2011",2011/07,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2011,2011,"Aug., 2011",2011/08,21,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2011,2011,"Sep., 2011",2011/09,18,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2011,2011,"Oct., 2011",2011/10,26,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2011,2011,"Nov., 2011",2011/11,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2011,2011,"Dec., 2011",2011/12,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2012,2012,"Jan., 2012",2012/01,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2012,2012,"Feb., 2012",2012/02,21,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2012,2012,"Mar., 2012",2012/03,19,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2012,2012,"Apr., 2012",2012/04,19,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2012,2012,"May, 2012",2012/05,19,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2012,2012,"Jun., 2012",2012/06,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2012,2012,"Jul., 2012",2012/07,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2012,2012,"Aug., 2012",2012/08,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2012,2012,"Sep., 2012",2012/09,19,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2012,2012,"Oct., 2012",2012/10,14,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2012,2012,"Nov., 2012",2012/11,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,50-54 years,50-54,2012,2012,"Dec., 2012",2012/12,20,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,55-59 years,55-59,2009,2009,"Jan., 2009",2009/01,14,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,55-59 years,55-59,2009,2009,"Apr., 2009",2009/04,11,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,55-59 years,55-59,2009,2009,"May, 2009",2009/05,18,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,55-59 years,55-59,2009,2009,"Jun., 2009",2009/06,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,55-59 years,55-59,2009,2009,"Jul., 2009",2009/07,17,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,55-59 years,55-59,2009,2009,"Aug., 2009",2009/08,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,55-59 years,55-59,2009,2009,"Oct., 2009",2009/10,12,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,55-59 years,55-59,2009,2009,"Nov., 2009",2009/11,10,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,55-59 years,55-59,2010,2010,"Jan., 2010",2010/01,15,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
"",Florida,12,Female,F,55-59 years,55-59,2010,2010,"Feb., 2010",2010/02,13,Not Applicable,Not Applicable,WONDER-SEX-5Yr-State-2009-2012.xls,2009,2012
