"Notes","Census Division","Census Division Code","Year","Year Code","Month","Month Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","May, 2020","2020/05","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jun., 2020","2020/06","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jun., 2020","2020/06","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jun., 2020","2020/06","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jun., 2020","2020/06","15-24 years","15-24",72,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jun., 2020","2020/06","25-34 years","25-34",280,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jun., 2020","2020/06","35-44 years","35-44",300,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jun., 2020","2020/06","45-54 years","45-54",259,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jun., 2020","2020/06","55-64 years","55-64",180,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jun., 2020","2020/06","65-74 years","65-74",55,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jun., 2020","2020/06","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jun., 2020","2020/06","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jun., 2020","2020/06","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jul., 2020","2020/07","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jul., 2020","2020/07","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jul., 2020","2020/07","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jul., 2020","2020/07","15-24 years","15-24",69,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jul., 2020","2020/07","25-34 years","25-34",258,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jul., 2020","2020/07","35-44 years","35-44",313,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jul., 2020","2020/07","45-54 years","45-54",247,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jul., 2020","2020/07","55-64 years","55-64",232,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jul., 2020","2020/07","65-74 years","65-74",67,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jul., 2020","2020/07","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jul., 2020","2020/07","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Jul., 2020","2020/07","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Aug., 2020","2020/08","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Aug., 2020","2020/08","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Aug., 2020","2020/08","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Aug., 2020","2020/08","15-24 years","15-24",71,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Aug., 2020","2020/08","25-34 years","25-34",298,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Aug., 2020","2020/08","35-44 years","35-44",267,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Aug., 2020","2020/08","45-54 years","45-54",246,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Aug., 2020","2020/08","55-64 years","55-64",199,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Aug., 2020","2020/08","65-74 years","65-74",63,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Aug., 2020","2020/08","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Aug., 2020","2020/08","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Aug., 2020","2020/08","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Sep., 2020","2020/09","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Sep., 2020","2020/09","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Sep., 2020","2020/09","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Sep., 2020","2020/09","15-24 years","15-24",61,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Sep., 2020","2020/09","25-34 years","25-34",256,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Sep., 2020","2020/09","35-44 years","35-44",295,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Sep., 2020","2020/09","45-54 years","45-54",211,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Sep., 2020","2020/09","55-64 years","55-64",197,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Sep., 2020","2020/09","65-74 years","65-74",49,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Sep., 2020","2020/09","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Sep., 2020","2020/09","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Sep., 2020","2020/09","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Oct., 2020","2020/10","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Oct., 2020","2020/10","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Oct., 2020","2020/10","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Oct., 2020","2020/10","15-24 years","15-24",70,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Oct., 2020","2020/10","25-34 years","25-34",236,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Oct., 2020","2020/10","35-44 years","35-44",248,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Oct., 2020","2020/10","45-54 years","45-54",238,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Oct., 2020","2020/10","55-64 years","55-64",185,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Oct., 2020","2020/10","65-74 years","65-74",59,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Oct., 2020","2020/10","75-84 years","75-84",10,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Oct., 2020","2020/10","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Oct., 2020","2020/10","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Nov., 2020","2020/11","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Nov., 2020","2020/11","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Nov., 2020","2020/11","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Nov., 2020","2020/11","15-24 years","15-24",65,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Nov., 2020","2020/11","25-34 years","25-34",249,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Nov., 2020","2020/11","35-44 years","35-44",265,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Nov., 2020","2020/11","45-54 years","45-54",211,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Nov., 2020","2020/11","55-64 years","55-64",235,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Nov., 2020","2020/11","65-74 years","65-74",48,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Nov., 2020","2020/11","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Nov., 2020","2020/11","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Nov., 2020","2020/11","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Dec., 2020","2020/12","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Dec., 2020","2020/12","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Dec., 2020","2020/12","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Dec., 2020","2020/12","15-24 years","15-24",54,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Dec., 2020","2020/12","25-34 years","25-34",249,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Dec., 2020","2020/12","35-44 years","35-44",243,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Dec., 2020","2020/12","45-54 years","45-54",242,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Dec., 2020","2020/12","55-64 years","55-64",203,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Dec., 2020","2020/12","65-74 years","65-74",66,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Dec., 2020","2020/12","75-84 years","75-84",18,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Dec., 2020","2020/12","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Dec., 2020","2020/12","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jan., 2017","2017/01","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jan., 2017","2017/01","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jan., 2017","2017/01","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jan., 2017","2017/01","15-24 years","15-24",104,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jan., 2017","2017/01","25-34 years","25-34",334,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jan., 2017","2017/01","35-44 years","35-44",328,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jan., 2017","2017/01","45-54 years","45-54",321,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jan., 2017","2017/01","55-64 years","55-64",194,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jan., 2017","2017/01","65-74 years","65-74",40,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jan., 2017","2017/01","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jan., 2017","2017/01","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jan., 2017","2017/01","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Feb., 2017","2017/02","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Feb., 2017","2017/02","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Feb., 2017","2017/02","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Feb., 2017","2017/02","15-24 years","15-24",102,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Feb., 2017","2017/02","25-34 years","25-34",328,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Feb., 2017","2017/02","35-44 years","35-44",311,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Feb., 2017","2017/02","45-54 years","45-54",282,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Feb., 2017","2017/02","55-64 years","55-64",182,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Feb., 2017","2017/02","65-74 years","65-74",49,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Feb., 2017","2017/02","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Feb., 2017","2017/02","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Feb., 2017","2017/02","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Mar., 2017","2017/03","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Mar., 2017","2017/03","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Mar., 2017","2017/03","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Mar., 2017","2017/03","15-24 years","15-24",104,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Mar., 2017","2017/03","25-34 years","25-34",316,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Mar., 2017","2017/03","35-44 years","35-44",300,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Mar., 2017","2017/03","45-54 years","45-54",255,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Mar., 2017","2017/03","55-64 years","55-64",178,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Mar., 2017","2017/03","65-74 years","65-74",45,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Mar., 2017","2017/03","75-84 years","75-84",12,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Mar., 2017","2017/03","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Mar., 2017","2017/03","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Apr., 2017","2017/04","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Apr., 2017","2017/04","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Apr., 2017","2017/04","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Apr., 2017","2017/04","15-24 years","15-24",100,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Apr., 2017","2017/04","25-34 years","25-34",286,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Apr., 2017","2017/04","35-44 years","35-44",289,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Apr., 2017","2017/04","45-54 years","45-54",268,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Apr., 2017","2017/04","55-64 years","55-64",205,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Apr., 2017","2017/04","65-74 years","65-74",34,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Apr., 2017","2017/04","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Apr., 2017","2017/04","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Apr., 2017","2017/04","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","May, 2017","2017/05","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","May, 2017","2017/05","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","May, 2017","2017/05","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","May, 2017","2017/05","15-24 years","15-24",84,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","May, 2017","2017/05","25-34 years","25-34",299,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","May, 2017","2017/05","35-44 years","35-44",296,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","May, 2017","2017/05","45-54 years","45-54",266,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","May, 2017","2017/05","55-64 years","55-64",189,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","May, 2017","2017/05","65-74 years","65-74",43,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","May, 2017","2017/05","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","May, 2017","2017/05","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","May, 2017","2017/05","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jun., 2017","2017/06","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jun., 2017","2017/06","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jun., 2017","2017/06","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jun., 2017","2017/06","15-24 years","15-24",79,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jun., 2017","2017/06","25-34 years","25-34",304,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jun., 2017","2017/06","35-44 years","35-44",275,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jun., 2017","2017/06","45-54 years","45-54",258,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jun., 2017","2017/06","55-64 years","55-64",194,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jun., 2017","2017/06","65-74 years","65-74",37,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jun., 2017","2017/06","75-84 years","75-84",12,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jun., 2017","2017/06","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jun., 2017","2017/06","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jul., 2017","2017/07","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jul., 2017","2017/07","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jul., 2017","2017/07","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jul., 2017","2017/07","15-24 years","15-24",108,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jul., 2017","2017/07","25-34 years","25-34",328,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jul., 2017","2017/07","35-44 years","35-44",258,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jul., 2017","2017/07","45-54 years","45-54",261,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jul., 2017","2017/07","55-64 years","55-64",190,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jul., 2017","2017/07","65-74 years","65-74",32,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jul., 2017","2017/07","75-84 years","75-84",11,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jul., 2017","2017/07","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Jul., 2017","2017/07","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Aug., 2017","2017/08","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Aug., 2017","2017/08","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Aug., 2017","2017/08","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Aug., 2017","2017/08","15-24 years","15-24",88,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Aug., 2017","2017/08","25-34 years","25-34",304,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Aug., 2017","2017/08","35-44 years","35-44",262,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Aug., 2017","2017/08","45-54 years","45-54",262,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Aug., 2017","2017/08","55-64 years","55-64",167,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Aug., 2017","2017/08","65-74 years","65-74",33,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Aug., 2017","2017/08","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Aug., 2017","2017/08","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Aug., 2017","2017/08","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Sep., 2017","2017/09","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Sep., 2017","2017/09","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Sep., 2017","2017/09","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Sep., 2017","2017/09","15-24 years","15-24",102,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Sep., 2017","2017/09","25-34 years","25-34",331,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Sep., 2017","2017/09","35-44 years","35-44",273,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Sep., 2017","2017/09","45-54 years","45-54",299,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Sep., 2017","2017/09","55-64 years","55-64",196,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Sep., 2017","2017/09","65-74 years","65-74",39,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Sep., 2017","2017/09","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Sep., 2017","2017/09","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Sep., 2017","2017/09","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Oct., 2017","2017/10","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Oct., 2017","2017/10","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Oct., 2017","2017/10","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Oct., 2017","2017/10","15-24 years","15-24",86,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Oct., 2017","2017/10","25-34 years","25-34",306,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Oct., 2017","2017/10","35-44 years","35-44",279,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Oct., 2017","2017/10","45-54 years","45-54",253,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Oct., 2017","2017/10","55-64 years","55-64",180,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Oct., 2017","2017/10","65-74 years","65-74",42,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Oct., 2017","2017/10","75-84 years","75-84",10,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Oct., 2017","2017/10","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Oct., 2017","2017/10","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Nov., 2017","2017/11","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Nov., 2017","2017/11","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Nov., 2017","2017/11","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Nov., 2017","2017/11","15-24 years","15-24",84,Not Applicable,Not Applicable
,"Division 3: East North Central","CENS-D3","2017","2017","Nov., 2017","2017/11","25-34 years","25-34",279,Not Applicable,Not Applicable
