Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,45-54 years,45-54,278,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,55-64 years,55-64,67,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,65-74 years,65-74,24,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,75-84 years,75-84,22,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,85+ years,85+,12,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,15-24 years,15-24,110,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,25-34 years,25-34,191,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,35-44 years,35-44,342,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,45-54 years,45-54,290,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,55-64 years,55-64,73,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,65-74 years,65-74,22,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,15-24 years,15-24,108,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,25-34 years,25-34,155,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,35-44 years,35-44,317,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,45-54 years,45-54,301,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,55-64 years,55-64,84,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,65-74 years,65-74,19,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,75-84 years,75-84,20,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,15-24 years,15-24,107,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,25-34 years,25-34,179,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,35-44 years,35-44,300,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,45-54 years,45-54,298,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,55-64 years,55-64,80,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,65-74 years,65-74,33,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,75-84 years,75-84,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,85+ years,85+,13,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,15-24 years,15-24,108,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,25-34 years,25-34,211,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,35-44 years,35-44,288,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,45-54 years,45-54,249,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,55-64 years,55-64,73,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,65-74 years,65-74,31,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,75-84 years,75-84,17,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,85+ years,85+,12,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,1-4 years,1-4,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,15-24 years,15-24,102,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,25-34 years,25-34,166,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,35-44 years,35-44,299,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,45-54 years,45-54,275,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,55-64 years,55-64,72,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,65-74 years,65-74,19,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,75-84 years,75-84,12,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,85+ years,85+,10,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,15-24 years,15-24,119,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,25-34 years,25-34,181,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,35-44 years,35-44,284,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,45-54 years,45-54,290,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,55-64 years,55-64,75,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,65-74 years,65-74,15,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,75-84 years,75-84,20,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,85+ years,85+,10,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Nov., 2004",2004/11,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Nov., 2004",2004/11,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Nov., 2004",2004/11,5-14 years,5-14,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Nov., 2004",2004/11,15-24 years,15-24,83,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Nov., 2004",2004/11,25-34 years,25-34,173,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Nov., 2004",2004/11,35-44 years,35-44,294,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Nov., 2004",2004/11,45-54 years,45-54,255,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Nov., 2004",2004/11,55-64 years,55-64,79,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Nov., 2004",2004/11,65-74 years,65-74,17,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Nov., 2004",2004/11,75-84 years,75-84,26,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Nov., 2004",2004/11,85+ years,85+,10,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Nov., 2004",2004/11,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Dec., 2004",2004/12,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Dec., 2004",2004/12,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Dec., 2004",2004/12,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Dec., 2004",2004/12,15-24 years,15-24,113,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Dec., 2004",2004/12,25-34 years,25-34,179,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Dec., 2004",2004/12,35-44 years,35-44,285,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Dec., 2004",2004/12,45-54 years,45-54,290,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Dec., 2004",2004/12,55-64 years,55-64,64,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Dec., 2004",2004/12,65-74 years,65-74,25,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Dec., 2004",2004/12,75-84 years,75-84,16,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Dec., 2004",2004/12,85+ years,85+,13,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Dec., 2004",2004/12,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jan., 2005",2005/01,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jan., 2005",2005/01,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jan., 2005",2005/01,5-14 years,5-14,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jan., 2005",2005/01,15-24 years,15-24,124,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jan., 2005",2005/01,25-34 years,25-34,199,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jan., 2005",2005/01,35-44 years,35-44,327,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jan., 2005",2005/01,45-54 years,45-54,290,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jan., 2005",2005/01,55-64 years,55-64,89,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jan., 2005",2005/01,65-74 years,65-74,16,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jan., 2005",2005/01,75-84 years,75-84,22,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jan., 2005",2005/01,85+ years,85+,15,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jan., 2005",2005/01,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Feb., 2005",2005/02,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Feb., 2005",2005/02,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Feb., 2005",2005/02,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Feb., 2005",2005/02,15-24 years,15-24,107,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Feb., 2005",2005/02,25-34 years,25-34,183,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Feb., 2005",2005/02,35-44 years,35-44,315,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Feb., 2005",2005/02,45-54 years,45-54,279,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Feb., 2005",2005/02,55-64 years,55-64,69,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Feb., 2005",2005/02,65-74 years,65-74,20,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Feb., 2005",2005/02,75-84 years,75-84,25,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Feb., 2005",2005/02,85+ years,85+,12,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Feb., 2005",2005/02,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Mar., 2005",2005/03,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Mar., 2005",2005/03,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Mar., 2005",2005/03,5-14 years,5-14,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Mar., 2005",2005/03,15-24 years,15-24,124,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Mar., 2005",2005/03,25-34 years,25-34,224,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Mar., 2005",2005/03,35-44 years,35-44,332,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Mar., 2005",2005/03,45-54 years,45-54,300,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Mar., 2005",2005/03,55-64 years,55-64,101,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Mar., 2005",2005/03,65-74 years,65-74,31,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Mar., 2005",2005/03,75-84 years,75-84,18,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Mar., 2005",2005/03,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Mar., 2005",2005/03,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Apr., 2005",2005/04,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Apr., 2005",2005/04,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Apr., 2005",2005/04,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Apr., 2005",2005/04,15-24 years,15-24,100,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Apr., 2005",2005/04,25-34 years,25-34,192,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Apr., 2005",2005/04,35-44 years,35-44,302,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Apr., 2005",2005/04,45-54 years,45-54,340,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Apr., 2005",2005/04,55-64 years,55-64,85,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Apr., 2005",2005/04,65-74 years,65-74,22,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Apr., 2005",2005/04,75-84 years,75-84,10,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Apr., 2005",2005/04,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Apr., 2005",2005/04,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"May, 2005",2005/05,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"May, 2005",2005/05,1-4 years,1-4,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"May, 2005",2005/05,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"May, 2005",2005/05,15-24 years,15-24,90,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"May, 2005",2005/05,25-34 years,25-34,204,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"May, 2005",2005/05,35-44 years,35-44,313,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"May, 2005",2005/05,45-54 years,45-54,279,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"May, 2005",2005/05,55-64 years,55-64,95,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"May, 2005",2005/05,65-74 years,65-74,25,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"May, 2005",2005/05,75-84 years,75-84,16,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"May, 2005",2005/05,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"May, 2005",2005/05,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jun., 2005",2005/06,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jun., 2005",2005/06,1-4 years,1-4,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jun., 2005",2005/06,5-14 years,5-14,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jun., 2005",2005/06,15-24 years,15-24,87,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jun., 2005",2005/06,25-34 years,25-34,191,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jun., 2005",2005/06,35-44 years,35-44,312,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jun., 2005",2005/06,45-54 years,45-54,288,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jun., 2005",2005/06,55-64 years,55-64,91,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jun., 2005",2005/06,65-74 years,65-74,22,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jun., 2005",2005/06,75-84 years,75-84,24,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jun., 2005",2005/06,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jun., 2005",2005/06,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jul., 2005",2005/07,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jul., 2005",2005/07,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jul., 2005",2005/07,5-14 years,5-14,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jul., 2005",2005/07,15-24 years,15-24,121,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jul., 2005",2005/07,25-34 years,25-34,198,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jul., 2005",2005/07,35-44 years,35-44,303,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jul., 2005",2005/07,45-54 years,45-54,288,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jul., 2005",2005/07,55-64 years,55-64,97,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jul., 2005",2005/07,65-74 years,65-74,31,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jul., 2005",2005/07,75-84 years,75-84,11,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jul., 2005",2005/07,85+ years,85+,13,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jul., 2005",2005/07,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Aug., 2005",2005/08,< 1 year,1,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Aug., 2005",2005/08,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Aug., 2005",2005/08,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Aug., 2005",2005/08,15-24 years,15-24,105,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Aug., 2005",2005/08,25-34 years,25-34,165,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Aug., 2005",2005/08,35-44 years,35-44,305,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Aug., 2005",2005/08,45-54 years,45-54,297,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Aug., 2005",2005/08,55-64 years,55-64,90,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Aug., 2005",2005/08,65-74 years,65-74,23,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Aug., 2005",2005/08,75-84 years,75-84,22,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Aug., 2005",2005/08,85+ years,85+,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Aug., 2005",2005/08,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Sep., 2005",2005/09,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Sep., 2005",2005/09,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Sep., 2005",2005/09,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Sep., 2005",2005/09,15-24 years,15-24,99,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Sep., 2005",2005/09,25-34 years,25-34,191,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Sep., 2005",2005/09,35-44 years,35-44,296,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Sep., 2005",2005/09,45-54 years,45-54,280,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Sep., 2005",2005/09,55-64 years,55-64,102,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Sep., 2005",2005/09,65-74 years,65-74,27,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Sep., 2005",2005/09,75-84 years,75-84,19,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Sep., 2005",2005/09,85+ years,85+,11,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Sep., 2005",2005/09,Not Stated,NS,0,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Oct., 2005",2005/10,< 1 year,1,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Oct., 2005",2005/10,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Oct., 2005",2005/10,5-14 years,5-14,Suppressed,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Oct., 2005",2005/10,15-24 years,15-24,123,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Oct., 2005",2005/10,25-34 years,25-34,228,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Oct., 2005",2005/10,35-44 years,35-44,292,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Oct., 2005",2005/10,45-54 years,45-54,302,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Oct., 2005",2005/10,55-64 years,55-64,78,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Oct., 2005",2005/10,65-74 years,65-74,23,Not Applicable,Not Applicable
