Census Region Code,Month Code,Sex Code,Age Group Code,Deaths,Year,Census Region,Age Groups
CENS-R4,2019/01,M,1-4,0,2019,Census Region 4: West,1-4 years
CENS-R1,2019/01,F,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/01,F,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/01,F,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/01,F,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/01,M,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/01,M,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/01,M,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/01,M,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/02,F,1,0,2019,Census Region 1: Northeast,< 1 year
CENS-R3,2019/02,F,1,0,2019,Census Region 3: South,< 1 year
CENS-R1,2019/02,M,1,0,2019,Census Region 1: Northeast,< 1 year
CENS-R2,2019/02,M,1,0,2019,Census Region 2: Midwest,< 1 year
CENS-R3,2019/02,M,1,0,2019,Census Region 3: South,< 1 year
CENS-R4,2019/02,M,1,0,2019,Census Region 4: West,< 1 year
CENS-R1,2019/02,F,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R4,2019/02,F,1-4,0,2019,Census Region 4: West,1-4 years
CENS-R1,2019/02,M,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R4,2019/02,M,1-4,0,2019,Census Region 4: West,1-4 years
CENS-R1,2019/02,F,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/02,F,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/02,F,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/02,F,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/02,M,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/02,M,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/02,M,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/02,M,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/03,F,1,0,2019,Census Region 1: Northeast,< 1 year
CENS-R2,2019/03,M,1,0,2019,Census Region 2: Midwest,< 1 year
CENS-R4,2019/03,M,1,0,2019,Census Region 4: West,< 1 year
CENS-R1,2019/03,F,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R2,2019/03,F,1-4,0,2019,Census Region 2: Midwest,1-4 years
CENS-R1,2019/03,M,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R2,2019/03,M,1-4,0,2019,Census Region 2: Midwest,1-4 years
CENS-R4,2019/03,M,1-4,0,2019,Census Region 4: West,1-4 years
CENS-R1,2019/03,F,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/03,F,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/03,F,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/03,F,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/03,M,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/03,M,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/03,M,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/03,M,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/04,F,1,0,2019,Census Region 1: Northeast,< 1 year
CENS-R2,2019/04,F,1,0,2019,Census Region 2: Midwest,< 1 year
CENS-R3,2019/04,F,1,0,2019,Census Region 3: South,< 1 year
CENS-R1,2019/04,M,1,0,2019,Census Region 1: Northeast,< 1 year
CENS-R3,2019/04,M,1,0,2019,Census Region 3: South,< 1 year
CENS-R1,2019/04,F,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R2,2019/04,F,1-4,0,2019,Census Region 2: Midwest,1-4 years
CENS-R3,2019/04,F,1-4,0,2019,Census Region 3: South,1-4 years
CENS-R1,2019/04,M,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R3,2019/04,M,1-4,0,2019,Census Region 3: South,1-4 years
CENS-R4,2019/04,M,1-4,0,2019,Census Region 4: West,1-4 years
CENS-R1,2019/04,F,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/04,F,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/04,F,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/04,F,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/04,M,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/04,M,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/04,M,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/04,M,NS,0,2019,Census Region 4: West,Not Stated
CENS-R2,2019/05,F,1,0,2019,Census Region 2: Midwest,< 1 year
CENS-R4,2019/05,F,1,0,2019,Census Region 4: West,< 1 year
CENS-R1,2019/05,M,1,0,2019,Census Region 1: Northeast,< 1 year
CENS-R1,2019/05,F,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R4,2019/05,F,1-4,0,2019,Census Region 4: West,1-4 years
CENS-R1,2019/05,M,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R3,2019/05,M,1-4,0,2019,Census Region 3: South,1-4 years
CENS-R4,2019/05,M,1-4,0,2019,Census Region 4: West,1-4 years
CENS-R1,2019/05,F,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/05,F,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/05,F,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/05,F,NS,0,2019,Census Region 4: West,Not Stated
CENS-R2,2019/05,M,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/05,M,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/05,M,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/06,F,1,0,2019,Census Region 1: Northeast,< 1 year
CENS-R2,2019/06,F,1,0,2019,Census Region 2: Midwest,< 1 year
CENS-R4,2019/06,F,1,0,2019,Census Region 4: West,< 1 year
CENS-R3,2019/06,M,1,0,2019,Census Region 3: South,< 1 year
CENS-R2,2019/06,F,1-4,0,2019,Census Region 2: Midwest,1-4 years
CENS-R1,2019/06,M,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R3,2019/06,M,1-4,0,2019,Census Region 3: South,1-4 years
CENS-R4,2019/06,M,1-4,0,2019,Census Region 4: West,1-4 years
CENS-R2,2019/06,F,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/06,F,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/06,F,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/06,M,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/06,M,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/06,M,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/06,M,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/07,F,1,0,2019,Census Region 1: Northeast,< 1 year
CENS-R2,2019/07,F,1,0,2019,Census Region 2: Midwest,< 1 year
CENS-R3,2019/07,F,1,0,2019,Census Region 3: South,< 1 year
CENS-R1,2019/07,M,1,0,2019,Census Region 1: Northeast,< 1 year
CENS-R2,2019/07,M,1,0,2019,Census Region 2: Midwest,< 1 year
CENS-R4,2019/07,M,1,0,2019,Census Region 4: West,< 1 year
CENS-R1,2019/07,F,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R2,2019/07,F,1-4,0,2019,Census Region 2: Midwest,1-4 years
CENS-R2,2019/07,M,1-4,0,2019,Census Region 2: Midwest,1-4 years
CENS-R4,2019/07,M,1-4,0,2019,Census Region 4: West,1-4 years
CENS-R1,2019/07,F,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/07,F,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/07,F,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/07,F,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/07,M,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/07,M,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/07,M,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/07,M,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/08,F,1,0,2019,Census Region 1: Northeast,< 1 year
CENS-R2,2019/08,F,1,0,2019,Census Region 2: Midwest,< 1 year
CENS-R3,2019/08,F,1,0,2019,Census Region 3: South,< 1 year
CENS-R1,2019/08,M,1,0,2019,Census Region 1: Northeast,< 1 year
CENS-R3,2019/08,M,1,0,2019,Census Region 3: South,< 1 year
CENS-R4,2019/08,M,1,0,2019,Census Region 4: West,< 1 year
CENS-R1,2019/08,F,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R4,2019/08,F,1-4,0,2019,Census Region 4: West,1-4 years
CENS-R1,2019/08,M,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R2,2019/08,M,1-4,0,2019,Census Region 2: Midwest,1-4 years
CENS-R4,2019/08,M,1-4,0,2019,Census Region 4: West,1-4 years
CENS-R1,2019/08,F,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/08,F,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/08,F,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/08,F,NS,0,2019,Census Region 4: West,Not Stated
CENS-R2,2019/08,M,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/08,M,NS,0,2019,Census Region 3: South,Not Stated
CENS-R1,2019/09,F,1,0,2019,Census Region 1: Northeast,< 1 year
CENS-R3,2019/09,F,1,0,2019,Census Region 3: South,< 1 year
CENS-R4,2019/09,F,1,0,2019,Census Region 4: West,< 1 year
CENS-R4,2019/09,M,1,0,2019,Census Region 4: West,< 1 year
CENS-R1,2019/09,F,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R2,2019/09,F,1-4,0,2019,Census Region 2: Midwest,1-4 years
CENS-R3,2019/09,F,1-4,0,2019,Census Region 3: South,1-4 years
CENS-R1,2019/09,F,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/09,F,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R4,2019/09,F,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/09,M,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/09,M,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R4,2019/09,M,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/10,F,1,0,2019,Census Region 1: Northeast,< 1 year
CENS-R2,2019/10,F,1,0,2019,Census Region 2: Midwest,< 1 year
CENS-R1,2019/10,M,1,0,2019,Census Region 1: Northeast,< 1 year
CENS-R2,2019/10,M,1,0,2019,Census Region 2: Midwest,< 1 year
CENS-R1,2019/10,F,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R4,2019/10,F,1-4,0,2019,Census Region 4: West,1-4 years
CENS-R1,2019/10,M,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R4,2019/10,M,1-4,0,2019,Census Region 4: West,1-4 years
CENS-R1,2019/10,F,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/10,F,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/10,F,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/10,F,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/10,M,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/10,M,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/10,M,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/10,M,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/11,F,1,0,2019,Census Region 1: Northeast,< 1 year
CENS-R2,2019/11,F,1,0,2019,Census Region 2: Midwest,< 1 year
CENS-R3,2019/11,F,1,0,2019,Census Region 3: South,< 1 year
CENS-R3,2019/11,M,1,0,2019,Census Region 3: South,< 1 year
CENS-R1,2019/11,F,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R2,2019/11,F,1-4,0,2019,Census Region 2: Midwest,1-4 years
CENS-R3,2019/11,F,1-4,0,2019,Census Region 3: South,1-4 years
CENS-R4,2019/11,F,1-4,0,2019,Census Region 4: West,1-4 years
CENS-R1,2019/11,M,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R2,2019/11,F,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/11,F,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/11,F,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/11,M,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/11,M,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/11,M,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/11,M,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2019/12,F,1,0,2019,Census Region 1: Northeast,< 1 year
CENS-R3,2019/12,F,1,0,2019,Census Region 3: South,< 1 year
CENS-R4,2019/12,F,1-4,0,2019,Census Region 4: West,1-4 years
CENS-R1,2019/12,M,1-4,0,2019,Census Region 1: Northeast,1-4 years
CENS-R2,2019/12,M,1-4,0,2019,Census Region 2: Midwest,1-4 years
CENS-R3,2019/12,M,1-4,0,2019,Census Region 3: South,1-4 years
CENS-R4,2019/12,M,1-4,0,2019,Census Region 4: West,1-4 years
CENS-R1,2019/12,F,NS,0,2019,Census Region 1: Northeast,Not Stated
CENS-R2,2019/12,F,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/12,F,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/12,F,NS,0,2019,Census Region 4: West,Not Stated
CENS-R2,2019/12,M,NS,0,2019,Census Region 2: Midwest,Not Stated
CENS-R3,2019/12,M,NS,0,2019,Census Region 3: South,Not Stated
CENS-R4,2019/12,M,NS,0,2019,Census Region 4: West,Not Stated
CENS-R1,2020/01,F,1,0,2020,Census Region 1: Northeast,< 1 year
CENS-R2,2020/01,F,1,0,2020,Census Region 2: Midwest,< 1 year
CENS-R3,2020/01,F,1,0,2020,Census Region 3: South,< 1 year
CENS-R1,2020/01,M,1,0,2020,Census Region 1: Northeast,< 1 year
CENS-R2,2020/01,M,1,0,2020,Census Region 2: Midwest,< 1 year
CENS-R4,2020/01,F,1-4,0,2020,Census Region 4: West,1-4 years
CENS-R1,2020/01,M,1-4,0,2020,Census Region 1: Northeast,1-4 years
CENS-R3,2020/01,M,1-4,0,2020,Census Region 3: South,1-4 years
CENS-R4,2020/01,M,1-4,0,2020,Census Region 4: West,1-4 years
CENS-R1,2020/01,F,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/01,F,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/01,F,NS,0,2020,Census Region 3: South,Not Stated
CENS-R4,2020/01,F,NS,0,2020,Census Region 4: West,Not Stated
CENS-R2,2020/01,M,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/01,M,NS,0,2020,Census Region 3: South,Not Stated
CENS-R4,2020/01,M,NS,0,2020,Census Region 4: West,Not Stated
CENS-R1,2020/02,F,1,0,2020,Census Region 1: Northeast,< 1 year
CENS-R2,2020/02,F,1,0,2020,Census Region 2: Midwest,< 1 year
CENS-R4,2020/02,F,1,0,2020,Census Region 4: West,< 1 year
CENS-R3,2020/02,M,1,0,2020,Census Region 3: South,< 1 year
CENS-R4,2020/02,M,1,0,2020,Census Region 4: West,< 1 year
CENS-R1,2020/02,F,1-4,0,2020,Census Region 1: Northeast,1-4 years
CENS-R2,2020/02,F,1-4,0,2020,Census Region 2: Midwest,1-4 years
CENS-R3,2020/02,M,1-4,0,2020,Census Region 3: South,1-4 years
CENS-R1,2020/02,F,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/02,F,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/02,F,NS,0,2020,Census Region 3: South,Not Stated
CENS-R4,2020/02,F,NS,0,2020,Census Region 4: West,Not Stated
CENS-R1,2020/02,M,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/02,M,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/02,M,NS,0,2020,Census Region 3: South,Not Stated
CENS-R1,2020/03,F,1,0,2020,Census Region 1: Northeast,< 1 year
CENS-R4,2020/03,F,1,0,2020,Census Region 4: West,< 1 year
CENS-R1,2020/03,M,1,0,2020,Census Region 1: Northeast,< 1 year
CENS-R3,2020/03,M,1,0,2020,Census Region 3: South,< 1 year
CENS-R1,2020/03,F,1-4,0,2020,Census Region 1: Northeast,1-4 years
CENS-R3,2020/03,F,1-4,0,2020,Census Region 3: South,1-4 years
CENS-R4,2020/03,F,1-4,0,2020,Census Region 4: West,1-4 years
CENS-R1,2020/03,M,1-4,0,2020,Census Region 1: Northeast,1-4 years
CENS-R1,2020/03,F,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/03,F,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/03,F,NS,0,2020,Census Region 3: South,Not Stated
CENS-R4,2020/03,F,NS,0,2020,Census Region 4: West,Not Stated
CENS-R2,2020/03,M,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/03,M,NS,0,2020,Census Region 3: South,Not Stated
CENS-R4,2020/03,M,NS,0,2020,Census Region 4: West,Not Stated
CENS-R1,2020/04,F,1,0,2020,Census Region 1: Northeast,< 1 year
CENS-R4,2020/04,F,1,0,2020,Census Region 4: West,< 1 year
CENS-R1,2020/04,M,1,0,2020,Census Region 1: Northeast,< 1 year
CENS-R4,2020/04,M,1,0,2020,Census Region 4: West,< 1 year
CENS-R1,2020/04,F,1-4,0,2020,Census Region 1: Northeast,1-4 years
CENS-R2,2020/04,F,1-4,0,2020,Census Region 2: Midwest,1-4 years
CENS-R2,2020/04,M,1-4,0,2020,Census Region 2: Midwest,1-4 years
CENS-R4,2020/04,M,1-4,0,2020,Census Region 4: West,1-4 years
CENS-R1,2020/04,F,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/04,F,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/04,F,NS,0,2020,Census Region 3: South,Not Stated
CENS-R4,2020/04,F,NS,0,2020,Census Region 4: West,Not Stated
CENS-R2,2020/04,M,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R4,2020/04,M,NS,0,2020,Census Region 4: West,Not Stated
CENS-R1,2020/05,F,1,0,2020,Census Region 1: Northeast,< 1 year
CENS-R1,2020/05,M,1,0,2020,Census Region 1: Northeast,< 1 year
CENS-R1,2020/05,F,1-4,0,2020,Census Region 1: Northeast,1-4 years
CENS-R3,2020/05,F,1-4,0,2020,Census Region 3: South,1-4 years
CENS-R4,2020/05,F,1-4,0,2020,Census Region 4: West,1-4 years
CENS-R1,2020/05,M,1-4,0,2020,Census Region 1: Northeast,1-4 years
CENS-R1,2020/05,F,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/05,F,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/05,F,NS,0,2020,Census Region 3: South,Not Stated
CENS-R4,2020/05,F,NS,0,2020,Census Region 4: West,Not Stated
CENS-R1,2020/05,M,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/05,M,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/05,M,NS,0,2020,Census Region 3: South,Not Stated
CENS-R4,2020/05,M,NS,0,2020,Census Region 4: West,Not Stated
CENS-R1,2020/06,F,1,0,2020,Census Region 1: Northeast,< 1 year
CENS-R4,2020/06,F,1,0,2020,Census Region 4: West,< 1 year
CENS-R4,2020/06,M,1,0,2020,Census Region 4: West,< 1 year
CENS-R1,2020/06,F,1-4,0,2020,Census Region 1: Northeast,1-4 years
CENS-R2,2020/06,F,1-4,0,2020,Census Region 2: Midwest,1-4 years
CENS-R4,2020/06,F,1-4,0,2020,Census Region 4: West,1-4 years
CENS-R1,2020/06,M,1-4,0,2020,Census Region 1: Northeast,1-4 years
CENS-R1,2020/06,F,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/06,F,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/06,F,NS,0,2020,Census Region 3: South,Not Stated
CENS-R4,2020/06,F,NS,0,2020,Census Region 4: West,Not Stated
CENS-R1,2020/06,M,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R1,2020/07,F,1,0,2020,Census Region 1: Northeast,< 1 year
CENS-R2,2020/07,F,1,0,2020,Census Region 2: Midwest,< 1 year
CENS-R3,2020/07,F,1,0,2020,Census Region 3: South,< 1 year
CENS-R4,2020/07,F,1,0,2020,Census Region 4: West,< 1 year
CENS-R1,2020/07,M,1-4,0,2020,Census Region 1: Northeast,1-4 years
CENS-R3,2020/07,M,1-4,0,2020,Census Region 3: South,1-4 years
CENS-R1,2020/07,F,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/07,F,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/07,F,NS,0,2020,Census Region 3: South,Not Stated
CENS-R1,2020/07,M,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/07,M,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/08,F,1,0,2020,Census Region 3: South,< 1 year
CENS-R4,2020/08,M,1,0,2020,Census Region 4: West,< 1 year
CENS-R2,2020/08,F,1-4,0,2020,Census Region 2: Midwest,1-4 years
CENS-R1,2020/08,M,1-4,0,2020,Census Region 1: Northeast,1-4 years
CENS-R2,2020/08,M,1-4,0,2020,Census Region 2: Midwest,1-4 years
CENS-R4,2020/08,M,1-4,0,2020,Census Region 4: West,1-4 years
CENS-R1,2020/08,F,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/08,F,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/08,F,NS,0,2020,Census Region 3: South,Not Stated
CENS-R4,2020/08,F,NS,0,2020,Census Region 4: West,Not Stated
CENS-R1,2020/08,M,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/08,M,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R4,2020/08,M,NS,0,2020,Census Region 4: West,Not Stated
CENS-R1,2020/09,F,1,0,2020,Census Region 1: Northeast,< 1 year
CENS-R3,2020/09,F,1,0,2020,Census Region 3: South,< 1 year
CENS-R4,2020/09,F,1,0,2020,Census Region 4: West,< 1 year
CENS-R2,2020/09,M,1,0,2020,Census Region 2: Midwest,< 1 year
CENS-R3,2020/09,M,1,0,2020,Census Region 3: South,< 1 year
CENS-R1,2020/09,F,1-4,0,2020,Census Region 1: Northeast,1-4 years
CENS-R2,2020/09,F,1-4,0,2020,Census Region 2: Midwest,1-4 years
CENS-R2,2020/09,M,1-4,0,2020,Census Region 2: Midwest,1-4 years
CENS-R1,2020/09,F,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/09,F,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/09,F,NS,0,2020,Census Region 3: South,Not Stated
CENS-R4,2020/09,F,NS,0,2020,Census Region 4: West,Not Stated
CENS-R1,2020/09,M,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/09,M,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/09,M,NS,0,2020,Census Region 3: South,Not Stated
CENS-R2,2020/10,M,1,0,2020,Census Region 2: Midwest,< 1 year
CENS-R4,2020/10,M,1,0,2020,Census Region 4: West,< 1 year
CENS-R1,2020/10,F,1-4,0,2020,Census Region 1: Northeast,1-4 years
CENS-R2,2020/10,F,1-4,0,2020,Census Region 2: Midwest,1-4 years
CENS-R4,2020/10,F,1-4,0,2020,Census Region 4: West,1-4 years
CENS-R1,2020/10,M,1-4,0,2020,Census Region 1: Northeast,1-4 years
CENS-R1,2020/10,F,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/10,F,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/10,F,NS,0,2020,Census Region 3: South,Not Stated
CENS-R4,2020/10,F,NS,0,2020,Census Region 4: West,Not Stated
CENS-R1,2020/10,M,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/10,M,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/10,M,NS,0,2020,Census Region 3: South,Not Stated
CENS-R1,2020/11,F,1,0,2020,Census Region 1: Northeast,< 1 year
CENS-R2,2020/11,F,1,0,2020,Census Region 2: Midwest,< 1 year
CENS-R4,2020/11,F,1,0,2020,Census Region 4: West,< 1 year
CENS-R1,2020/11,M,1,0,2020,Census Region 1: Northeast,< 1 year
CENS-R2,2020/11,M,1,0,2020,Census Region 2: Midwest,< 1 year
CENS-R2,2020/11,F,1-4,0,2020,Census Region 2: Midwest,1-4 years
CENS-R3,2020/11,F,1-4,0,2020,Census Region 3: South,1-4 years
CENS-R4,2020/11,M,1-4,0,2020,Census Region 4: West,1-4 years
CENS-R1,2020/11,F,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/11,F,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/11,F,NS,0,2020,Census Region 3: South,Not Stated
CENS-R4,2020/11,F,NS,0,2020,Census Region 4: West,Not Stated
CENS-R1,2020/11,M,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/11,M,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R4,2020/11,M,NS,0,2020,Census Region 4: West,Not Stated
CENS-R2,2020/12,F,1,0,2020,Census Region 2: Midwest,< 1 year
CENS-R1,2020/12,M,1,0,2020,Census Region 1: Northeast,< 1 year
CENS-R4,2020/12,F,1-4,0,2020,Census Region 4: West,1-4 years
CENS-R1,2020/12,M,1-4,0,2020,Census Region 1: Northeast,1-4 years
CENS-R4,2020/12,M,1-4,0,2020,Census Region 4: West,1-4 years
CENS-R1,2020/12,F,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/12,F,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/12,F,NS,0,2020,Census Region 3: South,Not Stated
CENS-R4,2020/12,F,NS,0,2020,Census Region 4: West,Not Stated
CENS-R1,2020/12,M,NS,0,2020,Census Region 1: Northeast,Not Stated
CENS-R2,2020/12,M,NS,0,2020,Census Region 2: Midwest,Not Stated
CENS-R3,2020/12,M,NS,0,2020,Census Region 3: South,Not Stated
CENS-R4,2020/12,M,NS,0,2020,Census Region 4: West,Not Stated
CENS-R1,2000/08,F,5-9,Suppressed,2000,Census Region 1: Northeast,5-9 years
CENS-R1,2004/03,F,5-9,Suppressed,2004,Census Region 1: Northeast,5-9 years
CENS-R1,2005/12,F,5-9,Suppressed,2005,Census Region 1: Northeast,5-9 years
CENS-R1,1999/01,F,10-14,Suppressed,1999,Census Region 1: Northeast,10-14 years
CENS-R1,2000/02,F,10-14,Suppressed,2000,Census Region 1: Northeast,10-14 years
CENS-R1,2000/10,F,10-14,Suppressed,2000,Census Region 1: Northeast,10-14 years
CENS-R1,2001/12,F,10-14,Suppressed,2001,Census Region 1: Northeast,10-14 years
