Census Region Code,Month Code,Sex Code,Age Group Code,Deaths,Year,Census Region,Age Groups
CENS-R3,2004/10,M,25-34,126,2004,Census Region 3: South,25-34 years
CENS-R3,2004/11,M,25-34,109,2004,Census Region 3: South,25-34 years
CENS-R3,2004/12,M,25-34,135,2004,Census Region 3: South,25-34 years
CENS-R3,2005/01,M,25-34,141,2005,Census Region 3: South,25-34 years
CENS-R3,2005/02,M,25-34,134,2005,Census Region 3: South,25-34 years
CENS-R3,2005/03,M,25-34,151,2005,Census Region 3: South,25-34 years
CENS-R3,2005/04,M,25-34,139,2005,Census Region 3: South,25-34 years
CENS-R3,2005/05,M,25-34,138,2005,Census Region 3: South,25-34 years
CENS-R3,2005/06,M,25-34,139,2005,Census Region 3: South,25-34 years
CENS-R3,2005/07,M,25-34,135,2005,Census Region 3: South,25-34 years
CENS-R3,2005/08,M,25-34,124,2005,Census Region 3: South,25-34 years
CENS-R3,2005/09,M,25-34,137,2005,Census Region 3: South,25-34 years
CENS-R3,2005/10,M,25-34,160,2005,Census Region 3: South,25-34 years
CENS-R3,2005/11,M,25-34,126,2005,Census Region 3: South,25-34 years
CENS-R3,2005/12,M,25-34,138,2005,Census Region 3: South,25-34 years
CENS-R3,2006/01,M,25-34,141,2006,Census Region 3: South,25-34 years
CENS-R3,2006/02,M,25-34,148,2006,Census Region 3: South,25-34 years
CENS-R3,2006/03,M,25-34,126,2006,Census Region 3: South,25-34 years
CENS-R3,2006/04,M,25-34,160,2006,Census Region 3: South,25-34 years
CENS-R3,2006/05,M,25-34,155,2006,Census Region 3: South,25-34 years
CENS-R3,2006/06,M,25-34,162,2006,Census Region 3: South,25-34 years
CENS-R3,2006/07,M,25-34,188,2006,Census Region 3: South,25-34 years
CENS-R3,2006/08,M,25-34,176,2006,Census Region 3: South,25-34 years
CENS-R3,2006/09,M,25-34,167,2006,Census Region 3: South,25-34 years
CENS-R3,2006/10,M,25-34,152,2006,Census Region 3: South,25-34 years
CENS-R3,2006/11,M,25-34,159,2006,Census Region 3: South,25-34 years
CENS-R3,2006/12,M,25-34,170,2006,Census Region 3: South,25-34 years
CENS-R3,2007/01,M,25-34,179,2007,Census Region 3: South,25-34 years
CENS-R3,2007/02,M,25-34,186,2007,Census Region 3: South,25-34 years
CENS-R3,2007/03,M,25-34,167,2007,Census Region 3: South,25-34 years
CENS-R3,2007/04,M,25-34,175,2007,Census Region 3: South,25-34 years
CENS-R3,2007/05,M,25-34,150,2007,Census Region 3: South,25-34 years
CENS-R3,2007/06,M,25-34,165,2007,Census Region 3: South,25-34 years
CENS-R3,2007/07,M,25-34,175,2007,Census Region 3: South,25-34 years
CENS-R3,2007/08,M,25-34,167,2007,Census Region 3: South,25-34 years
CENS-R3,2007/09,M,25-34,163,2007,Census Region 3: South,25-34 years
CENS-R3,2007/10,M,25-34,148,2007,Census Region 3: South,25-34 years
CENS-R3,2007/11,M,25-34,173,2007,Census Region 3: South,25-34 years
CENS-R3,2007/12,M,25-34,179,2007,Census Region 3: South,25-34 years
CENS-R3,2008/01,M,25-34,194,2008,Census Region 3: South,25-34 years
CENS-R3,2008/02,M,25-34,161,2008,Census Region 3: South,25-34 years
CENS-R3,2008/03,M,25-34,196,2008,Census Region 3: South,25-34 years
CENS-R3,2008/04,M,25-34,156,2008,Census Region 3: South,25-34 years
CENS-R3,2008/05,M,25-34,183,2008,Census Region 3: South,25-34 years
CENS-R3,2008/06,M,25-34,146,2008,Census Region 3: South,25-34 years
CENS-R3,2008/07,M,25-34,151,2008,Census Region 3: South,25-34 years
CENS-R3,2008/08,M,25-34,164,2008,Census Region 3: South,25-34 years
CENS-R3,2008/09,M,25-34,151,2008,Census Region 3: South,25-34 years
CENS-R3,2008/10,M,25-34,136,2008,Census Region 3: South,25-34 years
CENS-R3,2008/11,M,25-34,160,2008,Census Region 3: South,25-34 years
CENS-R3,2008/12,M,25-34,157,2008,Census Region 3: South,25-34 years
CENS-R3,2009/01,M,25-34,189,2009,Census Region 3: South,25-34 years
CENS-R3,2009/02,M,25-34,172,2009,Census Region 3: South,25-34 years
CENS-R3,2009/03,M,25-34,178,2009,Census Region 3: South,25-34 years
CENS-R3,2009/04,M,25-34,162,2009,Census Region 3: South,25-34 years
CENS-R3,2009/05,M,25-34,170,2009,Census Region 3: South,25-34 years
CENS-R3,2009/06,M,25-34,159,2009,Census Region 3: South,25-34 years
CENS-R3,2009/07,M,25-34,181,2009,Census Region 3: South,25-34 years
CENS-R3,2009/08,M,25-34,158,2009,Census Region 3: South,25-34 years
CENS-R3,2009/09,M,25-34,191,2009,Census Region 3: South,25-34 years
CENS-R3,2009/10,M,25-34,168,2009,Census Region 3: South,25-34 years
CENS-R3,2009/11,M,25-34,159,2009,Census Region 3: South,25-34 years
CENS-R3,2009/12,M,25-34,180,2009,Census Region 3: South,25-34 years
CENS-R3,2010/01,M,25-34,194,2010,Census Region 3: South,25-34 years
CENS-R3,2010/02,M,25-34,199,2010,Census Region 3: South,25-34 years
CENS-R3,2010/03,M,25-34,194,2010,Census Region 3: South,25-34 years
CENS-R3,2010/04,M,25-34,189,2010,Census Region 3: South,25-34 years
CENS-R3,2010/05,M,25-34,191,2010,Census Region 3: South,25-34 years
CENS-R3,2010/06,M,25-34,174,2010,Census Region 3: South,25-34 years
CENS-R3,2010/07,M,25-34,155,2010,Census Region 3: South,25-34 years
CENS-R3,2010/08,M,25-34,184,2010,Census Region 3: South,25-34 years
CENS-R3,2010/09,M,25-34,176,2010,Census Region 3: South,25-34 years
CENS-R3,2010/10,M,25-34,185,2010,Census Region 3: South,25-34 years
CENS-R3,2010/11,M,25-34,175,2010,Census Region 3: South,25-34 years
CENS-R3,2010/12,M,25-34,190,2010,Census Region 3: South,25-34 years
CENS-R3,1999/01,M,35-44,103,1999,Census Region 3: South,35-44 years
CENS-R3,1999/02,M,35-44,144,1999,Census Region 3: South,35-44 years
CENS-R3,1999/03,M,35-44,98,1999,Census Region 3: South,35-44 years
CENS-R3,1999/04,M,35-44,136,1999,Census Region 3: South,35-44 years
CENS-R3,1999/05,M,35-44,116,1999,Census Region 3: South,35-44 years
CENS-R3,1999/06,M,35-44,123,1999,Census Region 3: South,35-44 years
CENS-R3,1999/07,M,35-44,118,1999,Census Region 3: South,35-44 years
CENS-R3,1999/08,M,35-44,126,1999,Census Region 3: South,35-44 years
CENS-R3,1999/09,M,35-44,99,1999,Census Region 3: South,35-44 years
CENS-R3,1999/10,M,35-44,112,1999,Census Region 3: South,35-44 years
CENS-R3,1999/11,M,35-44,109,1999,Census Region 3: South,35-44 years
CENS-R3,1999/12,M,35-44,133,1999,Census Region 3: South,35-44 years
CENS-R3,2000/01,M,35-44,135,2000,Census Region 3: South,35-44 years
CENS-R3,2000/02,M,35-44,142,2000,Census Region 3: South,35-44 years
CENS-R3,2000/03,M,35-44,123,2000,Census Region 3: South,35-44 years
CENS-R3,2000/04,M,35-44,158,2000,Census Region 3: South,35-44 years
CENS-R3,2000/05,M,35-44,149,2000,Census Region 3: South,35-44 years
CENS-R3,2000/06,M,35-44,156,2000,Census Region 3: South,35-44 years
CENS-R3,2000/07,M,35-44,124,2000,Census Region 3: South,35-44 years
CENS-R3,2000/08,M,35-44,137,2000,Census Region 3: South,35-44 years
CENS-R3,2000/09,M,35-44,147,2000,Census Region 3: South,35-44 years
CENS-R3,2000/10,M,35-44,116,2000,Census Region 3: South,35-44 years
CENS-R3,2000/11,M,35-44,125,2000,Census Region 3: South,35-44 years
CENS-R3,2000/12,M,35-44,165,2000,Census Region 3: South,35-44 years
CENS-R3,2001/01,M,35-44,181,2001,Census Region 3: South,35-44 years
CENS-R3,2001/02,M,35-44,142,2001,Census Region 3: South,35-44 years
CENS-R3,2001/03,M,35-44,165,2001,Census Region 3: South,35-44 years
CENS-R3,2001/04,M,35-44,171,2001,Census Region 3: South,35-44 years
CENS-R3,2001/05,M,35-44,149,2001,Census Region 3: South,35-44 years
CENS-R3,2001/06,M,35-44,184,2001,Census Region 3: South,35-44 years
CENS-R3,2001/07,M,35-44,171,2001,Census Region 3: South,35-44 years
CENS-R3,2001/08,M,35-44,168,2001,Census Region 3: South,35-44 years
CENS-R3,2001/09,M,35-44,163,2001,Census Region 3: South,35-44 years
CENS-R3,2001/10,M,35-44,170,2001,Census Region 3: South,35-44 years
CENS-R3,2001/11,M,35-44,145,2001,Census Region 3: South,35-44 years
CENS-R3,2001/12,M,35-44,155,2001,Census Region 3: South,35-44 years
CENS-R3,2002/01,M,35-44,170,2002,Census Region 3: South,35-44 years
CENS-R3,2002/02,M,35-44,154,2002,Census Region 3: South,35-44 years
CENS-R3,2002/03,M,35-44,174,2002,Census Region 3: South,35-44 years
CENS-R3,2002/04,M,35-44,148,2002,Census Region 3: South,35-44 years
CENS-R3,2002/05,M,35-44,190,2002,Census Region 3: South,35-44 years
CENS-R3,2002/06,M,35-44,161,2002,Census Region 3: South,35-44 years
CENS-R3,2002/07,M,35-44,181,2002,Census Region 3: South,35-44 years
CENS-R3,2002/08,M,35-44,181,2002,Census Region 3: South,35-44 years
CENS-R3,2002/09,M,35-44,160,2002,Census Region 3: South,35-44 years
CENS-R3,2002/10,M,35-44,174,2002,Census Region 3: South,35-44 years
CENS-R3,2002/11,M,35-44,156,2002,Census Region 3: South,35-44 years
CENS-R3,2002/12,M,35-44,183,2002,Census Region 3: South,35-44 years
CENS-R3,2003/01,M,35-44,164,2003,Census Region 3: South,35-44 years
CENS-R3,2003/02,M,35-44,185,2003,Census Region 3: South,35-44 years
CENS-R3,2003/03,M,35-44,193,2003,Census Region 3: South,35-44 years
CENS-R3,2003/04,M,35-44,171,2003,Census Region 3: South,35-44 years
CENS-R3,2003/05,M,35-44,220,2003,Census Region 3: South,35-44 years
CENS-R3,2003/06,M,35-44,177,2003,Census Region 3: South,35-44 years
CENS-R3,2003/07,M,35-44,183,2003,Census Region 3: South,35-44 years
CENS-R3,2003/08,M,35-44,204,2003,Census Region 3: South,35-44 years
CENS-R3,2003/09,M,35-44,181,2003,Census Region 3: South,35-44 years
CENS-R3,2003/10,M,35-44,156,2003,Census Region 3: South,35-44 years
CENS-R3,2003/11,M,35-44,151,2003,Census Region 3: South,35-44 years
CENS-R3,2003/12,M,35-44,192,2003,Census Region 3: South,35-44 years
CENS-R3,2004/01,M,35-44,165,2004,Census Region 3: South,35-44 years
CENS-R3,2004/02,M,35-44,175,2004,Census Region 3: South,35-44 years
CENS-R3,2004/03,M,35-44,191,2004,Census Region 3: South,35-44 years
CENS-R3,2004/04,M,35-44,174,2004,Census Region 3: South,35-44 years
CENS-R3,2004/05,M,35-44,199,2004,Census Region 3: South,35-44 years
CENS-R3,2004/06,M,35-44,208,2004,Census Region 3: South,35-44 years
CENS-R3,2004/07,M,35-44,187,2004,Census Region 3: South,35-44 years
CENS-R3,2004/08,M,35-44,173,2004,Census Region 3: South,35-44 years
CENS-R3,2004/09,M,35-44,186,2004,Census Region 3: South,35-44 years
CENS-R3,2004/10,M,35-44,153,2004,Census Region 3: South,35-44 years
CENS-R3,2004/11,M,35-44,172,2004,Census Region 3: South,35-44 years
CENS-R3,2004/12,M,35-44,171,2004,Census Region 3: South,35-44 years
CENS-R3,2005/01,M,35-44,194,2005,Census Region 3: South,35-44 years
CENS-R3,2005/02,M,35-44,198,2005,Census Region 3: South,35-44 years
CENS-R3,2005/03,M,35-44,205,2005,Census Region 3: South,35-44 years
CENS-R3,2005/04,M,35-44,191,2005,Census Region 3: South,35-44 years
CENS-R3,2005/05,M,35-44,198,2005,Census Region 3: South,35-44 years
CENS-R3,2005/06,M,35-44,199,2005,Census Region 3: South,35-44 years
CENS-R3,2005/07,M,35-44,186,2005,Census Region 3: South,35-44 years
CENS-R3,2005/08,M,35-44,187,2005,Census Region 3: South,35-44 years
CENS-R3,2005/09,M,35-44,182,2005,Census Region 3: South,35-44 years
CENS-R3,2005/10,M,35-44,182,2005,Census Region 3: South,35-44 years
CENS-R3,2005/11,M,35-44,182,2005,Census Region 3: South,35-44 years
CENS-R3,2005/12,M,35-44,166,2005,Census Region 3: South,35-44 years
CENS-R3,2006/01,M,35-44,214,2006,Census Region 3: South,35-44 years
CENS-R3,2006/02,M,35-44,174,2006,Census Region 3: South,35-44 years
CENS-R3,2006/03,M,35-44,201,2006,Census Region 3: South,35-44 years
CENS-R3,2006/04,M,35-44,183,2006,Census Region 3: South,35-44 years
CENS-R3,2006/05,M,35-44,225,2006,Census Region 3: South,35-44 years
CENS-R3,2006/06,M,35-44,199,2006,Census Region 3: South,35-44 years
CENS-R3,2006/07,M,35-44,214,2006,Census Region 3: South,35-44 years
CENS-R3,2006/08,M,35-44,215,2006,Census Region 3: South,35-44 years
CENS-R3,2006/09,M,35-44,185,2006,Census Region 3: South,35-44 years
CENS-R3,2006/10,M,35-44,192,2006,Census Region 3: South,35-44 years
CENS-R3,2006/11,M,35-44,199,2006,Census Region 3: South,35-44 years
CENS-R3,2006/12,M,35-44,190,2006,Census Region 3: South,35-44 years
CENS-R3,2007/01,M,35-44,213,2007,Census Region 3: South,35-44 years
CENS-R3,2007/02,M,35-44,187,2007,Census Region 3: South,35-44 years
CENS-R3,2007/03,M,35-44,192,2007,Census Region 3: South,35-44 years
CENS-R3,2007/04,M,35-44,191,2007,Census Region 3: South,35-44 years
CENS-R3,2007/05,M,35-44,186,2007,Census Region 3: South,35-44 years
CENS-R3,2007/06,M,35-44,192,2007,Census Region 3: South,35-44 years
CENS-R3,2007/07,M,35-44,212,2007,Census Region 3: South,35-44 years
CENS-R3,2007/08,M,35-44,196,2007,Census Region 3: South,35-44 years
CENS-R3,2007/09,M,35-44,183,2007,Census Region 3: South,35-44 years
CENS-R3,2007/10,M,35-44,185,2007,Census Region 3: South,35-44 years
CENS-R3,2007/11,M,35-44,205,2007,Census Region 3: South,35-44 years
CENS-R3,2007/12,M,35-44,210,2007,Census Region 3: South,35-44 years
CENS-R3,2008/01,M,35-44,183,2008,Census Region 3: South,35-44 years
CENS-R3,2008/02,M,35-44,208,2008,Census Region 3: South,35-44 years
CENS-R3,2008/03,M,35-44,172,2008,Census Region 3: South,35-44 years
CENS-R3,2008/04,M,35-44,191,2008,Census Region 3: South,35-44 years
CENS-R3,2008/05,M,35-44,176,2008,Census Region 3: South,35-44 years
CENS-R3,2008/06,M,35-44,164,2008,Census Region 3: South,35-44 years
CENS-R3,2008/07,M,35-44,169,2008,Census Region 3: South,35-44 years
CENS-R3,2008/08,M,35-44,186,2008,Census Region 3: South,35-44 years
CENS-R3,2008/09,M,35-44,174,2008,Census Region 3: South,35-44 years
CENS-R3,2008/10,M,35-44,184,2008,Census Region 3: South,35-44 years
CENS-R3,2008/11,M,35-44,162,2008,Census Region 3: South,35-44 years
CENS-R3,2008/12,M,35-44,195,2008,Census Region 3: South,35-44 years
CENS-R3,2009/01,M,35-44,200,2009,Census Region 3: South,35-44 years
CENS-R3,2009/02,M,35-44,165,2009,Census Region 3: South,35-44 years
CENS-R3,2009/03,M,35-44,204,2009,Census Region 3: South,35-44 years
CENS-R3,2009/04,M,35-44,194,2009,Census Region 3: South,35-44 years
CENS-R3,2009/05,M,35-44,200,2009,Census Region 3: South,35-44 years
CENS-R3,2009/06,M,35-44,159,2009,Census Region 3: South,35-44 years
CENS-R3,2009/07,M,35-44,158,2009,Census Region 3: South,35-44 years
CENS-R3,2009/08,M,35-44,185,2009,Census Region 3: South,35-44 years
CENS-R3,2009/09,M,35-44,166,2009,Census Region 3: South,35-44 years
CENS-R3,2009/10,M,35-44,169,2009,Census Region 3: South,35-44 years
CENS-R3,2009/11,M,35-44,198,2009,Census Region 3: South,35-44 years
CENS-R3,2009/12,M,35-44,184,2009,Census Region 3: South,35-44 years
CENS-R3,2010/01,M,35-44,204,2010,Census Region 3: South,35-44 years
CENS-R3,2010/02,M,35-44,194,2010,Census Region 3: South,35-44 years
CENS-R3,2010/03,M,35-44,204,2010,Census Region 3: South,35-44 years
CENS-R3,2010/04,M,35-44,177,2010,Census Region 3: South,35-44 years
CENS-R3,2010/05,M,35-44,160,2010,Census Region 3: South,35-44 years
CENS-R3,2010/06,M,35-44,178,2010,Census Region 3: South,35-44 years
CENS-R3,2010/07,M,35-44,165,2010,Census Region 3: South,35-44 years
CENS-R3,2010/08,M,35-44,193,2010,Census Region 3: South,35-44 years
CENS-R3,2010/09,M,35-44,147,2010,Census Region 3: South,35-44 years
CENS-R3,2010/10,M,35-44,162,2010,Census Region 3: South,35-44 years
CENS-R3,2010/11,M,35-44,186,2010,Census Region 3: South,35-44 years
CENS-R3,2010/12,M,35-44,193,2010,Census Region 3: South,35-44 years
CENS-R3,1999/01,M,45-54,66,1999,Census Region 3: South,45-54 years
CENS-R3,1999/02,M,45-54,63,1999,Census Region 3: South,45-54 years
CENS-R3,1999/03,M,45-54,66,1999,Census Region 3: South,45-54 years
CENS-R3,1999/04,M,45-54,65,1999,Census Region 3: South,45-54 years
CENS-R3,1999/05,M,45-54,83,1999,Census Region 3: South,45-54 years
CENS-R3,1999/06,M,45-54,60,1999,Census Region 3: South,45-54 years
CENS-R3,1999/07,M,45-54,74,1999,Census Region 3: South,45-54 years
CENS-R3,1999/08,M,45-54,91,1999,Census Region 3: South,45-54 years
CENS-R3,1999/09,M,45-54,70,1999,Census Region 3: South,45-54 years
CENS-R3,1999/10,M,45-54,63,1999,Census Region 3: South,45-54 years
CENS-R3,1999/11,M,45-54,71,1999,Census Region 3: South,45-54 years
CENS-R3,1999/12,M,45-54,83,1999,Census Region 3: South,45-54 years
CENS-R3,2000/01,M,45-54,77,2000,Census Region 3: South,45-54 years
CENS-R3,2000/02,M,45-54,81,2000,Census Region 3: South,45-54 years
CENS-R3,2000/03,M,45-54,78,2000,Census Region 3: South,45-54 years
CENS-R3,2000/04,M,45-54,78,2000,Census Region 3: South,45-54 years
CENS-R3,2000/05,M,45-54,90,2000,Census Region 3: South,45-54 years
CENS-R3,2000/06,M,45-54,93,2000,Census Region 3: South,45-54 years
CENS-R3,2000/07,M,45-54,76,2000,Census Region 3: South,45-54 years
CENS-R3,2000/08,M,45-54,89,2000,Census Region 3: South,45-54 years
CENS-R3,2000/09,M,45-54,82,2000,Census Region 3: South,45-54 years
CENS-R3,2000/10,M,45-54,71,2000,Census Region 3: South,45-54 years
CENS-R3,2000/11,M,45-54,95,2000,Census Region 3: South,45-54 years
CENS-R3,2000/12,M,45-54,106,2000,Census Region 3: South,45-54 years
CENS-R3,2001/01,M,45-54,112,2001,Census Region 3: South,45-54 years
CENS-R3,2001/02,M,45-54,102,2001,Census Region 3: South,45-54 years
CENS-R3,2001/03,M,45-54,95,2001,Census Region 3: South,45-54 years
CENS-R3,2001/04,M,45-54,121,2001,Census Region 3: South,45-54 years
CENS-R3,2001/05,M,45-54,107,2001,Census Region 3: South,45-54 years
CENS-R3,2001/06,M,45-54,112,2001,Census Region 3: South,45-54 years
CENS-R3,2001/07,M,45-54,139,2001,Census Region 3: South,45-54 years
CENS-R3,2001/08,M,45-54,114,2001,Census Region 3: South,45-54 years
CENS-R3,2001/09,M,45-54,133,2001,Census Region 3: South,45-54 years
CENS-R3,2001/10,M,45-54,112,2001,Census Region 3: South,45-54 years
CENS-R3,2001/11,M,45-54,98,2001,Census Region 3: South,45-54 years
CENS-R3,2001/12,M,45-54,109,2001,Census Region 3: South,45-54 years
CENS-R3,2002/01,M,45-54,124,2002,Census Region 3: South,45-54 years
CENS-R3,2002/02,M,45-54,104,2002,Census Region 3: South,45-54 years
CENS-R3,2002/03,M,45-54,135,2002,Census Region 3: South,45-54 years
CENS-R3,2002/04,M,45-54,125,2002,Census Region 3: South,45-54 years
CENS-R3,2002/05,M,45-54,127,2002,Census Region 3: South,45-54 years
CENS-R3,2002/06,M,45-54,133,2002,Census Region 3: South,45-54 years
CENS-R3,2002/07,M,45-54,141,2002,Census Region 3: South,45-54 years
CENS-R3,2002/08,M,45-54,134,2002,Census Region 3: South,45-54 years
CENS-R3,2002/09,M,45-54,107,2002,Census Region 3: South,45-54 years
CENS-R3,2002/10,M,45-54,122,2002,Census Region 3: South,45-54 years
CENS-R3,2002/11,M,45-54,111,2002,Census Region 3: South,45-54 years
CENS-R3,2002/12,M,45-54,111,2002,Census Region 3: South,45-54 years
CENS-R3,2003/01,M,45-54,155,2003,Census Region 3: South,45-54 years
CENS-R3,2003/02,M,45-54,134,2003,Census Region 3: South,45-54 years
CENS-R3,2003/03,M,45-54,138,2003,Census Region 3: South,45-54 years
CENS-R3,2003/04,M,45-54,140,2003,Census Region 3: South,45-54 years
CENS-R3,2003/05,M,45-54,162,2003,Census Region 3: South,45-54 years
CENS-R3,2003/06,M,45-54,156,2003,Census Region 3: South,45-54 years
CENS-R3,2003/07,M,45-54,154,2003,Census Region 3: South,45-54 years
CENS-R3,2003/08,M,45-54,166,2003,Census Region 3: South,45-54 years
CENS-R3,2003/09,M,45-54,134,2003,Census Region 3: South,45-54 years
CENS-R3,2003/10,M,45-54,159,2003,Census Region 3: South,45-54 years
CENS-R3,2003/11,M,45-54,143,2003,Census Region 3: South,45-54 years
CENS-R3,2003/12,M,45-54,140,2003,Census Region 3: South,45-54 years
CENS-R3,2004/01,M,45-54,194,2004,Census Region 3: South,45-54 years
CENS-R3,2004/02,M,45-54,146,2004,Census Region 3: South,45-54 years
CENS-R3,2004/03,M,45-54,180,2004,Census Region 3: South,45-54 years
CENS-R3,2004/04,M,45-54,163,2004,Census Region 3: South,45-54 years
CENS-R3,2004/05,M,45-54,179,2004,Census Region 3: South,45-54 years
CENS-R3,2004/06,M,45-54,183,2004,Census Region 3: South,45-54 years
CENS-R3,2004/07,M,45-54,193,2004,Census Region 3: South,45-54 years
CENS-R3,2004/08,M,45-54,129,2004,Census Region 3: South,45-54 years
CENS-R3,2004/09,M,45-54,163,2004,Census Region 3: South,45-54 years
CENS-R3,2004/10,M,45-54,169,2004,Census Region 3: South,45-54 years
CENS-R3,2004/11,M,45-54,139,2004,Census Region 3: South,45-54 years
CENS-R3,2004/12,M,45-54,169,2004,Census Region 3: South,45-54 years
CENS-R3,2005/01,M,45-54,170,2005,Census Region 3: South,45-54 years
CENS-R3,2005/02,M,45-54,158,2005,Census Region 3: South,45-54 years
CENS-R3,2005/03,M,45-54,163,2005,Census Region 3: South,45-54 years
CENS-R3,2005/04,M,45-54,190,2005,Census Region 3: South,45-54 years
CENS-R3,2005/05,M,45-54,172,2005,Census Region 3: South,45-54 years
CENS-R3,2005/06,M,45-54,165,2005,Census Region 3: South,45-54 years
CENS-R3,2005/07,M,45-54,172,2005,Census Region 3: South,45-54 years
CENS-R3,2005/08,M,45-54,181,2005,Census Region 3: South,45-54 years
CENS-R3,2005/09,M,45-54,183,2005,Census Region 3: South,45-54 years
CENS-R3,2005/10,M,45-54,171,2005,Census Region 3: South,45-54 years
CENS-R3,2005/11,M,45-54,171,2005,Census Region 3: South,45-54 years
CENS-R3,2005/12,M,45-54,170,2005,Census Region 3: South,45-54 years
CENS-R3,2006/01,M,45-54,192,2006,Census Region 3: South,45-54 years
CENS-R3,2006/02,M,45-54,188,2006,Census Region 3: South,45-54 years
CENS-R3,2006/03,M,45-54,230,2006,Census Region 3: South,45-54 years
CENS-R3,2006/04,M,45-54,192,2006,Census Region 3: South,45-54 years
CENS-R3,2006/05,M,45-54,213,2006,Census Region 3: South,45-54 years
CENS-R3,2006/06,M,45-54,190,2006,Census Region 3: South,45-54 years
CENS-R3,2006/07,M,45-54,221,2006,Census Region 3: South,45-54 years
CENS-R3,2006/08,M,45-54,219,2006,Census Region 3: South,45-54 years
CENS-R3,2006/09,M,45-54,184,2006,Census Region 3: South,45-54 years
CENS-R3,2006/10,M,45-54,214,2006,Census Region 3: South,45-54 years
CENS-R3,2006/11,M,45-54,211,2006,Census Region 3: South,45-54 years
CENS-R3,2006/12,M,45-54,216,2006,Census Region 3: South,45-54 years
CENS-R3,2007/01,M,45-54,220,2007,Census Region 3: South,45-54 years
CENS-R3,2007/02,M,45-54,199,2007,Census Region 3: South,45-54 years
CENS-R3,2007/03,M,45-54,208,2007,Census Region 3: South,45-54 years
CENS-R3,2007/04,M,45-54,214,2007,Census Region 3: South,45-54 years
CENS-R3,2007/05,M,45-54,196,2007,Census Region 3: South,45-54 years
CENS-R3,2007/06,M,45-54,190,2007,Census Region 3: South,45-54 years
CENS-R3,2007/07,M,45-54,207,2007,Census Region 3: South,45-54 years
CENS-R3,2007/08,M,45-54,221,2007,Census Region 3: South,45-54 years
CENS-R3,2007/09,M,45-54,199,2007,Census Region 3: South,45-54 years
CENS-R3,2007/10,M,45-54,200,2007,Census Region 3: South,45-54 years
CENS-R3,2007/11,M,45-54,189,2007,Census Region 3: South,45-54 years
CENS-R3,2007/12,M,45-54,229,2007,Census Region 3: South,45-54 years
CENS-R3,2008/01,M,45-54,188,2008,Census Region 3: South,45-54 years
CENS-R3,2008/02,M,45-54,246,2008,Census Region 3: South,45-54 years
CENS-R3,2008/03,M,45-54,226,2008,Census Region 3: South,45-54 years
CENS-R3,2008/04,M,45-54,224,2008,Census Region 3: South,45-54 years
CENS-R3,2008/05,M,45-54,230,2008,Census Region 3: South,45-54 years
CENS-R3,2008/06,M,45-54,231,2008,Census Region 3: South,45-54 years
CENS-R3,2008/07,M,45-54,219,2008,Census Region 3: South,45-54 years
CENS-R3,2008/08,M,45-54,194,2008,Census Region 3: South,45-54 years
CENS-R3,2008/09,M,45-54,200,2008,Census Region 3: South,45-54 years
CENS-R3,2008/10,M,45-54,200,2008,Census Region 3: South,45-54 years
CENS-R3,2008/11,M,45-54,172,2008,Census Region 3: South,45-54 years
CENS-R3,2008/12,M,45-54,206,2008,Census Region 3: South,45-54 years
CENS-R3,2009/01,M,45-54,208,2009,Census Region 3: South,45-54 years
CENS-R3,2009/02,M,45-54,190,2009,Census Region 3: South,45-54 years
CENS-R3,2009/03,M,45-54,237,2009,Census Region 3: South,45-54 years
CENS-R3,2009/04,M,45-54,209,2009,Census Region 3: South,45-54 years
CENS-R3,2009/05,M,45-54,217,2009,Census Region 3: South,45-54 years
CENS-R3,2009/06,M,45-54,224,2009,Census Region 3: South,45-54 years
CENS-R3,2009/07,M,45-54,239,2009,Census Region 3: South,45-54 years
CENS-R3,2009/08,M,45-54,234,2009,Census Region 3: South,45-54 years
CENS-R3,2009/09,M,45-54,219,2009,Census Region 3: South,45-54 years
CENS-R3,2009/10,M,45-54,235,2009,Census Region 3: South,45-54 years
CENS-R3,2009/11,M,45-54,235,2009,Census Region 3: South,45-54 years
CENS-R3,2009/12,M,45-54,229,2009,Census Region 3: South,45-54 years
CENS-R3,2010/01,M,45-54,231,2010,Census Region 3: South,45-54 years
CENS-R3,2010/02,M,45-54,236,2010,Census Region 3: South,45-54 years
CENS-R3,2010/03,M,45-54,239,2010,Census Region 3: South,45-54 years
CENS-R3,2010/04,M,45-54,230,2010,Census Region 3: South,45-54 years
CENS-R3,2010/05,M,45-54,215,2010,Census Region 3: South,45-54 years
CENS-R3,2010/06,M,45-54,235,2010,Census Region 3: South,45-54 years
CENS-R3,2010/07,M,45-54,223,2010,Census Region 3: South,45-54 years
CENS-R3,2010/08,M,45-54,186,2010,Census Region 3: South,45-54 years
CENS-R3,2010/09,M,45-54,218,2010,Census Region 3: South,45-54 years
CENS-R3,2010/10,M,45-54,233,2010,Census Region 3: South,45-54 years
CENS-R3,2010/11,M,45-54,194,2010,Census Region 3: South,45-54 years
CENS-R3,2010/12,M,45-54,197,2010,Census Region 3: South,45-54 years
CENS-R3,1999/01,M,55-64,19,1999,Census Region 3: South,55-64 years
CENS-R3,1999/02,M,55-64,10,1999,Census Region 3: South,55-64 years
CENS-R3,1999/03,M,55-64,18,1999,Census Region 3: South,55-64 years
CENS-R3,1999/04,M,55-64,11,1999,Census Region 3: South,55-64 years
