Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Sex,Sex Code,Deaths,Population,Crude Rate
,Census Region 1: Northeast,CENS-R1,2019,2019,"Jan., 2019",2019/01,Female,F,358,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Jan., 2019",2019/01,Male,M,843,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Feb., 2019",2019/02,Female,F,343,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Feb., 2019",2019/02,Male,M,873,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Mar., 2019",2019/03,Female,F,409,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Mar., 2019",2019/03,Male,M,918,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Apr., 2019",2019/04,Female,F,381,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Apr., 2019",2019/04,Male,M,847,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"May, 2019",2019/05,Female,F,391,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"May, 2019",2019/05,Male,M,930,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Jun., 2019",2019/06,Female,F,379,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Jun., 2019",2019/06,Male,M,954,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Jul., 2019",2019/07,Female,F,428,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Jul., 2019",2019/07,Male,M,1015,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Aug., 2019",2019/08,Female,F,415,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Aug., 2019",2019/08,Male,M,1066,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Sep., 2019",2019/09,Female,F,383,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Sep., 2019",2019/09,Male,M,869,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Oct., 2019",2019/10,Female,F,390,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Oct., 2019",2019/10,Male,M,993,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Nov., 2019",2019/11,Female,F,384,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Nov., 2019",2019/11,Male,M,985,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Dec., 2019",2019/12,Female,F,429,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2019,2019,"Dec., 2019",2019/12,Male,M,1038,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Jan., 2020",2020/01,Female,F,424,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Jan., 2020",2020/01,Male,M,1016,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Feb., 2020",2020/02,Female,F,416,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Feb., 2020",2020/02,Male,M,975,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Mar., 2020",2020/03,Female,F,450,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Mar., 2020",2020/03,Male,M,1098,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Apr., 2020",2020/04,Female,F,472,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Apr., 2020",2020/04,Male,M,1162,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"May, 2020",2020/05,Female,F,521,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"May, 2020",2020/05,Male,M,1300,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Jun., 2020",2020/06,Female,F,446,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Jun., 2020",2020/06,Male,M,1158,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Jul., 2020",2020/07,Female,F,470,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Jul., 2020",2020/07,Male,M,1231,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Aug., 2020",2020/08,Female,F,437,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Aug., 2020",2020/08,Male,M,1126,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Sep., 2020",2020/09,Female,F,424,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Sep., 2020",2020/09,Male,M,1082,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Oct., 2020",2020/10,Female,F,426,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Oct., 2020",2020/10,Male,M,1045,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Nov., 2020",2020/11,Female,F,452,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Nov., 2020",2020/11,Male,M,1050,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Dec., 2020",2020/12,Female,F,448,Not Applicable,Not Applicable
,Census Region 1: Northeast,CENS-R1,2020,2020,"Dec., 2020",2020/12,Male,M,1092,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Jan., 1999",1999/01,Female,F,78,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Jan., 1999",1999/01,Male,M,180,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Feb., 1999",1999/02,Female,F,94,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Feb., 1999",1999/02,Male,M,155,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Mar., 1999",1999/03,Female,F,92,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Mar., 1999",1999/03,Male,M,181,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Apr., 1999",1999/04,Female,F,104,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Apr., 1999",1999/04,Male,M,179,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"May, 1999",1999/05,Female,F,97,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"May, 1999",1999/05,Male,M,154,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Jun., 1999",1999/06,Female,F,93,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Jun., 1999",1999/06,Male,M,185,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Jul., 1999",1999/07,Female,F,111,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Jul., 1999",1999/07,Male,M,203,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Aug., 1999",1999/08,Female,F,92,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Aug., 1999",1999/08,Male,M,176,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Sep., 1999",1999/09,Female,F,102,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Sep., 1999",1999/09,Male,M,184,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Oct., 1999",1999/10,Female,F,111,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Oct., 1999",1999/10,Male,M,214,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Nov., 1999",1999/11,Female,F,111,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Nov., 1999",1999/11,Male,M,193,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Dec., 1999",1999/12,Female,F,102,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,1999,1999,"Dec., 1999",1999/12,Male,M,199,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Jan., 2000",2000/01,Female,F,107,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Jan., 2000",2000/01,Male,M,225,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Feb., 2000",2000/02,Female,F,89,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Feb., 2000",2000/02,Male,M,201,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Mar., 2000",2000/03,Female,F,119,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Mar., 2000",2000/03,Male,M,182,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Apr., 2000",2000/04,Female,F,111,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Apr., 2000",2000/04,Male,M,210,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"May, 2000",2000/05,Female,F,115,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"May, 2000",2000/05,Male,M,221,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Jun., 2000",2000/06,Female,F,91,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Jun., 2000",2000/06,Male,M,199,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Jul., 2000",2000/07,Female,F,115,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Jul., 2000",2000/07,Male,M,236,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Aug., 2000",2000/08,Female,F,105,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Aug., 2000",2000/08,Male,M,234,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Sep., 2000",2000/09,Female,F,97,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Sep., 2000",2000/09,Male,M,178,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Oct., 2000",2000/10,Female,F,121,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Oct., 2000",2000/10,Male,M,194,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Nov., 2000",2000/11,Female,F,100,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Nov., 2000",2000/11,Male,M,199,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Dec., 2000",2000/12,Female,F,108,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2000,2000,"Dec., 2000",2000/12,Male,M,204,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Jan., 2001",2001/01,Female,F,141,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Jan., 2001",2001/01,Male,M,198,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Feb., 2001",2001/02,Female,F,91,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Feb., 2001",2001/02,Male,M,209,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Mar., 2001",2001/03,Female,F,124,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Mar., 2001",2001/03,Male,M,241,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Apr., 2001",2001/04,Female,F,128,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Apr., 2001",2001/04,Male,M,263,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"May, 2001",2001/05,Female,F,154,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"May, 2001",2001/05,Male,M,240,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Jun., 2001",2001/06,Female,F,147,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Jun., 2001",2001/06,Male,M,207,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Jul., 2001",2001/07,Female,F,130,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Jul., 2001",2001/07,Male,M,242,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Aug., 2001",2001/08,Female,F,138,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Aug., 2001",2001/08,Male,M,243,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Sep., 2001",2001/09,Female,F,135,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Sep., 2001",2001/09,Male,M,227,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Oct., 2001",2001/10,Female,F,136,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Oct., 2001",2001/10,Male,M,233,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Nov., 2001",2001/11,Female,F,127,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Nov., 2001",2001/11,Male,M,233,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Dec., 2001",2001/12,Female,F,118,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2001,2001,"Dec., 2001",2001/12,Male,M,209,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Jan., 2002",2002/01,Female,F,149,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Jan., 2002",2002/01,Male,M,287,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Feb., 2002",2002/02,Female,F,149,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Feb., 2002",2002/02,Male,M,230,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Mar., 2002",2002/03,Female,F,156,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Mar., 2002",2002/03,Male,M,273,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Apr., 2002",2002/04,Female,F,161,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Apr., 2002",2002/04,Male,M,264,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"May, 2002",2002/05,Female,F,143,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"May, 2002",2002/05,Male,M,261,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Jun., 2002",2002/06,Female,F,158,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Jun., 2002",2002/06,Male,M,223,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Jul., 2002",2002/07,Female,F,157,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Jul., 2002",2002/07,Male,M,296,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Aug., 2002",2002/08,Female,F,166,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Aug., 2002",2002/08,Male,M,261,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Sep., 2002",2002/09,Female,F,147,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Sep., 2002",2002/09,Male,M,250,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Oct., 2002",2002/10,Female,F,153,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Oct., 2002",2002/10,Male,M,282,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Nov., 2002",2002/11,Female,F,141,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Nov., 2002",2002/11,Male,M,260,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Dec., 2002",2002/12,Female,F,154,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2002,2002,"Dec., 2002",2002/12,Male,M,238,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jan., 2003",2003/01,Female,F,171,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jan., 2003",2003/01,Male,M,264,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Feb., 2003",2003/02,Female,F,156,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Feb., 2003",2003/02,Male,M,262,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Mar., 2003",2003/03,Female,F,181,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Mar., 2003",2003/03,Male,M,287,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Apr., 2003",2003/04,Female,F,155,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Apr., 2003",2003/04,Male,M,226,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"May, 2003",2003/05,Female,F,159,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"May, 2003",2003/05,Male,M,268,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jun., 2003",2003/06,Female,F,142,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jun., 2003",2003/06,Male,M,262,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jul., 2003",2003/07,Female,F,163,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Jul., 2003",2003/07,Male,M,308,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Aug., 2003",2003/08,Female,F,155,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Aug., 2003",2003/08,Male,M,253,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Sep., 2003",2003/09,Female,F,133,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Sep., 2003",2003/09,Male,M,225,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Oct., 2003",2003/10,Female,F,169,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Oct., 2003",2003/10,Male,M,264,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Nov., 2003",2003/11,Female,F,118,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Nov., 2003",2003/11,Male,M,249,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Dec., 2003",2003/12,Female,F,169,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2003,2003,"Dec., 2003",2003/12,Male,M,246,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jan., 2004",2004/01,Female,F,174,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jan., 2004",2004/01,Male,M,318,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Feb., 2004",2004/02,Female,F,191,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Feb., 2004",2004/02,Male,M,313,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Mar., 2004",2004/03,Female,F,210,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Mar., 2004",2004/03,Male,M,327,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Apr., 2004",2004/04,Female,F,190,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Apr., 2004",2004/04,Male,M,295,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"May, 2004",2004/05,Female,F,163,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"May, 2004",2004/05,Male,M,329,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jun., 2004",2004/06,Female,F,185,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jun., 2004",2004/06,Male,M,324,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jul., 2004",2004/07,Female,F,183,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Jul., 2004",2004/07,Male,M,358,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Aug., 2004",2004/08,Female,F,179,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Aug., 2004",2004/08,Male,M,297,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Sep., 2004",2004/09,Female,F,183,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Sep., 2004",2004/09,Male,M,269,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Oct., 2004",2004/10,Female,F,198,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Oct., 2004",2004/10,Male,M,296,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Nov., 2004",2004/11,Female,F,196,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Nov., 2004",2004/11,Male,M,286,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Dec., 2004",2004/12,Female,F,192,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2004,2004,"Dec., 2004",2004/12,Male,M,329,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Jan., 2005",2005/01,Female,F,199,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Jan., 2005",2005/01,Male,M,353,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Feb., 2005",2005/02,Female,F,190,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Feb., 2005",2005/02,Male,M,320,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Mar., 2005",2005/03,Female,F,202,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Mar., 2005",2005/03,Male,M,336,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Apr., 2005",2005/04,Female,F,189,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Apr., 2005",2005/04,Male,M,332,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"May, 2005",2005/05,Female,F,205,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"May, 2005",2005/05,Male,M,371,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Jun., 2005",2005/06,Female,F,205,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Jun., 2005",2005/06,Male,M,309,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Jul., 2005",2005/07,Female,F,206,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Jul., 2005",2005/07,Male,M,333,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Aug., 2005",2005/08,Female,F,187,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Aug., 2005",2005/08,Male,M,335,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Sep., 2005",2005/09,Female,F,209,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Sep., 2005",2005/09,Male,M,335,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Oct., 2005",2005/10,Female,F,217,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Oct., 2005",2005/10,Male,M,346,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Nov., 2005",2005/11,Female,F,234,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Nov., 2005",2005/11,Male,M,357,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Dec., 2005",2005/12,Female,F,241,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2005,2005,"Dec., 2005",2005/12,Male,M,395,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Jan., 2006",2006/01,Female,F,214,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Jan., 2006",2006/01,Male,M,351,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Feb., 2006",2006/02,Female,F,218,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Feb., 2006",2006/02,Male,M,382,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Mar., 2006",2006/03,Female,F,247,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Mar., 2006",2006/03,Male,M,406,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Apr., 2006",2006/04,Female,F,233,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Apr., 2006",2006/04,Male,M,442,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"May, 2006",2006/05,Female,F,253,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"May, 2006",2006/05,Male,M,480,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Jun., 2006",2006/06,Female,F,224,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Jun., 2006",2006/06,Male,M,468,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2006,2006,"Jul., 2006",2006/07,Female,F,232,Not Applicable,Not Applicable
