state_fips,state_name,year,population
49,Utah,2013,2897640
49,Utah,2014,2936879
49,Utah,2015,2981835
49,Utah,2016,3041868
49,Utah,2017,3101042
49,Utah,2018,3153550
49,Utah,2019,3205958
49,Utah,2020,3283970
49,Utah,2021,3339874
49,Utah,2022,3393928
49,Utah,2023,3449259
49,Utah,2024,3502983
49,Utah,2025,3538904
50,Vermont,2004,618145
50,Vermont,2005,618814
50,Vermont,2006,619985
50,Vermont,2007,620460
50,Vermont,2008,621049
50,Vermont,2009,621760
50,Vermont,2010,625879
50,Vermont,2011,627049
50,Vermont,2012,626090
50,Vermont,2013,626210
50,Vermont,2014,625214
50,Vermont,2015,625216
50,Vermont,2016,623657
50,Vermont,2017,624344
50,Vermont,2018,624358
50,Vermont,2019,623989
50,Vermont,2020,642965
50,Vermont,2021,647238
50,Vermont,2022,647614
50,Vermont,2023,647722
50,Vermont,2024,646521
50,Vermont,2025,644663
51,Virginia,2004,7468914
51,Virginia,2005,7563887
51,Virginia,2006,7646996
51,Virginia,2007,7719749
51,Virginia,2008,7795424
51,Virginia,2009,7882590
51,Virginia,2010,8023699
51,Virginia,2011,8101155
51,Virginia,2012,8185080
51,Virginia,2013,8252427
51,Virginia,2014,8310993
51,Virginia,2015,8361808
51,Virginia,2016,8410106
51,Virginia,2017,8463587
51,Virginia,2018,8501286
51,Virginia,2019,8535519
51,Virginia,2020,8637303
51,Virginia,2021,8660007
51,Virginia,2022,8681038
51,Virginia,2023,8732034
51,Virginia,2024,8819642
51,Virginia,2025,8880107
53,Washington,2004,6184289
53,Washington,2005,6261282
53,Washington,2006,6372243
53,Washington,2007,6464979
53,Washington,2008,6566073
53,Washington,2009,6664195
53,Washington,2010,6742830
53,Washington,2011,6826627
53,Washington,2012,6897058
53,Washington,2013,6963985
53,Washington,2014,7054655
53,Washington,2015,7163657
53,Washington,2016,7294771
53,Washington,2017,7423362
53,Washington,2018,7523869
53,Washington,2019,7614893
53,Washington,2020,7726812
53,Washington,2021,7744316
53,Washington,2022,7786828
53,Washington,2023,7838655
53,Washington,2024,7927958
53,Washington,2025,8001020
54,West Virginia,2004,1803302
54,West Virginia,2005,1803920
54,West Virginia,2006,1807237
54,West Virginia,2007,1811198
54,West Virginia,2008,1814873
54,West Virginia,2009,1819777
54,West Virginia,2010,1854239
54,West Virginia,2011,1856301
54,West Virginia,2012,1856872
54,West Virginia,2013,1853914
54,West Virginia,2014,1849489
54,West Virginia,2015,1842050
54,West Virginia,2016,1831023
54,West Virginia,2017,1817004
54,West Virginia,2018,1804291
54,West Virginia,2019,1792147
54,West Virginia,2020,1791670
54,West Virginia,2021,1785921
54,West Virginia,2022,1774003
54,West Virginia,2023,1770036
54,West Virginia,2024,1767402
54,West Virginia,2025,1766147
55,Wisconsin,2004,5511385
55,Wisconsin,2005,5541443
55,Wisconsin,2006,5571680
55,Wisconsin,2007,5601571
55,Wisconsin,2008,5627610
55,Wisconsin,2009,5654774
55,Wisconsin,2010,5690475
55,Wisconsin,2011,5705288
55,Wisconsin,2012,5719960
55,Wisconsin,2013,5736754
55,Wisconsin,2014,5751525
55,Wisconsin,2015,5760940
55,Wisconsin,2016,5772628
55,Wisconsin,2017,5790186
55,Wisconsin,2018,5807406
55,Wisconsin,2019,5822434
55,Wisconsin,2020,5897371
55,Wisconsin,2021,5882128
55,Wisconsin,2022,5903472
55,Wisconsin,2023,5930350
55,Wisconsin,2024,5957168
55,Wisconsin,2025,5972787
56,Wyoming,2004,502988
56,Wyoming,2005,506242
56,Wyoming,2006,512841
56,Wyoming,2007,523414
56,Wyoming,2008,532981
56,Wyoming,2009,544270
56,Wyoming,2010,564487
56,Wyoming,2011,567299
56,Wyoming,2012,576305
56,Wyoming,2013,582122
56,Wyoming,2014,582531
56,Wyoming,2015,585613
56,Wyoming,2016,584215
56,Wyoming,2017,578931
56,Wyoming,2018,577601
56,Wyoming,2019,578759
56,Wyoming,2020,577669
56,Wyoming,2021,579662
56,Wyoming,2022,581742
56,Wyoming,2023,584666
56,Wyoming,2024,586722
56,Wyoming,2025,588753
